side1,similarity1,side2,similarity2,side3,similarity3,side4,similarity4
Page_0001_5_7,0.17726843059062958,Page_0001_5_7,0.19381389021873474,Page_0001_5_7,0.1716548353433609,Page_0001_5_7,0.18563324213027954
Page_0001_5_6,0.22356867790222168,Page_0001_5_6,0.1753237247467041,Page_0001_5_6,0.23387360572814941,Page_0001_5_6,0.2714400589466095
Page_0001_5_5,0.1899086833000183,Page_0001_5_5,0.18876437842845917,Page_0001_5_5,0.16473887860774994,Page_0001_5_5,0.21787378191947937
Page_0001_5_4,0.23273038864135742,Page_0001_5_4,0.16014553606510162,Page_0001_5_4,0.15498735010623932,Page_0001_5_4,0.19208063185214996
Page_0001_5_3,0.22625769674777985,Page_0001_5_3,0.2315734326839447,Page_0001_5_3,0.18984779715538025,Page_0001_5_3,0.1836743950843811
Page_0001_5_2,0.210688978433609,Page_0001_5_2,0.19022543728351593,Page_0001_5_2,0.20123445987701416,Page_0001_5_2,0.22870224714279175
Page_0001_5_1,0.22550441324710846,Page_0001_5_1,0.2399909645318985,Page_0001_5_1,0.16390928626060486,Page_0001_5_1,0.28111863136291504
Page_0001_4_7,0.16784892976284027,Page_0001_4_7,0.16575229167938232,Page_0001_4_7,0.15430030226707458,Page_0001_4_7,0.2154526263475418
Page_0001_4_6,0.2741237282752991,Page_0001_4_6,0.19101855158805847,Page_0001_4_6,0.27529144287109375,Page_0001_4_6,0.2094973772764206
Page_0001_4_5,0.19287969172000885,Page_0001_4_5,0.17630620300769806,Page_0001_4_5,0.17237114906311035,Page_0001_4_5,0.1958855837583542
Page_0001_4_4,0.17693491280078888,Page_0001_4_4,0.2013281285762787,Page_0001_4_4,0.17904751002788544,Page_0001_4_4,0.1960025280714035
Page_0001_4_3,0.1912076324224472,Page_0001_4_3,0.15088416635990143,Page_0001_4_3,0.1701647937297821,Page_0001_4_3,0.23384980857372284
Page_0001_4_2,0.2148853838443756,Page_0001_4_2,0.17526289820671082,Page_0001_4_2,0.2032502293586731,Page_0001_4_2,0.2674051523208618
Page_0001_4_1,0.24584829807281494,Page_0001_4_1,0.17901185154914856,Page_0001_4_1,0.2423420548439026,Page_0001_4_1,0.20626488327980042
Page_0001_3_7,0.1917983740568161,Page_0001_3_7,0.18747706711292267,Page_0001_3_7,0.17197203636169434,Page_0001_3_7,0.23187144100666046
Page_0001_3_6,0.17290401458740234,Page_0001_3_6,0.16714394092559814,Page_0001_3_6,0.2334102839231491,Page_0001_3_6,0.2076788991689682
Page_0001_3_5,0.15482854843139648,Page_0001_3_5,0.17620138823986053,Page_0001_3_5,0.2219294160604477,Page_0001_3_5,0.21163037419319153
Page_0001_3_4,0.28111937642097473,Page_0001_3_4,0.18459093570709229,Page_0001_3_4,0.1789986491203308,Page_0001_3_4,0.2552735507488251
Page_0001_3_3,0.19671927392482758,Page_0001_3_3,0.1750258058309555,Page_0001_3_3,0.17064139246940613,Page_0001_3_3,0.22420910000801086
Page_0001_3_2,0.29037320613861084,Page_0001_3_2,0.1712232083082199,Page_0001_3_2,0.20499974489212036,Page_0001_3_2,0.20348581671714783
Page_0001_3_1,0.19151908159255981,Page_0001_3_1,0.16348789632320404,Page_0001_3_1,0.1970512717962265,Page_0001_3_1,0.2604939043521881
Page_0001_2_7,0.16456647217273712,Page_0001_2_7,0.19596612453460693,Page_0001_2_7,0.188213512301445,Page_0001_2_7,0.20330718159675598
Page_0001_2_6,0.173793762922287,Page_0001_2_6,0.14568021893501282,Page_0001_2_6,0.18293385207653046,Page_0001_2_6,0.23477518558502197
Page_0001_2_5,0.3127758204936981,Page_0001_2_5,0.19288036227226257,Page_0001_2_5,0.30145177245140076,Page_0001_2_5,0.19444948434829712
Page_0001_2_4,0.21902170777320862,Page_0001_2_4,0.14804524183273315,Page_0001_2_4,0.2006591558456421,Page_0001_2_4,0.2229888141155243
Page_0001_2_3,0.1781844049692154,Page_0001_2_3,0.1837075650691986,Page_0001_2_3,0.17520414292812347,Page_0001_2_3,0.2124953269958496
Page_0001_2_2,0.19313250482082367,Page_0001_2_2,0.20757406949996948,Page_0001_2_2,0.21421828866004944,Page_0001_2_2,0.1715221256017685
Page_0001_2_1,0.28122246265411377,Page_0001_2_1,0.21475759148597717,Page_0001_2_1,0.15797452628612518,Page_0001_2_1,0.21104340255260468
Page_0001_1_7,0.156656414270401,Page_0001_1_7,0.17145462334156036,Page_0001_1_7,0.17102421820163727,Page_0001_1_7,0.21551163494586945
Page_0001_1_5,0.2157483696937561,Page_0001_1_5,0.15928223729133606,Page_0001_1_5,0.14422553777694702,Page_0001_1_5,0.19371753931045532
Page_0001_1_4,0.20137721300125122,Page_0001_1_4,0.18188408017158508,Page_0001_1_4,0.1805819720029831,Page_0001_1_4,0.23227979242801666
Page_0001_1_3,0.22224381566047668,Page_0001_1_3,0.1733129620552063,Page_0001_1_3,0.16226063668727875,Page_0001_1_3,0.2096206247806549
Page_0001_1_2,0.20555920898914337,Page_0001_1_2,0.19715629518032074,Page_0001_1_2,0.17330703139305115,Page_0001_1_2,0.17190612852573395
Page_0001_1_1,0.22605827450752258,Page_0001_1_1,0.17784272134304047,Page_0001_1_1,0.2317638397216797,Page_0001_1_1,0.2307511270046234
