Name,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22
Page_0001_2_7_4_in,93.83387622149837,38.48534201954397,202.0,82.0,70.0,89.0,45.0,4.0,45.0,47.0,66.0,17.0,66.0,80.0,120.0,24.0,120.0,63.0,125.0,22.0,125.0,48.0
Page_0001_3_1_1_out,131.70909090909092,33.4025974025974,253.0,82.0,125.0,146.0,92.0,7.0,92.0,52.0,107.0,18.0,107.0,76.0,169.0,16.0,169.0,77.0,190.0,3.0,190.0,53.0
Page_0001_3_1_2_in,120.57264957264957,33.21367521367522,223.0,79.0,125.0,149.0,91.0,7.0,91.0,42.0,101.0,8.0,101.0,67.0,163.0,9.0,163.0,76.0,175.0,4.0,175.0,53.0
Page_0001_3_1_3_out,135.56399132321042,41.48373101952278,276.0,98.0,104.0,138.0,74.0,6.0,74.0,77.0,95.0,17.0,95.0,97.0,161.0,13.0,161.0,94.0,191.0,1.0,191.0,63.0
Page_0001_3_1_4_in,92.82874617737004,28.05504587155963,201.0,78.0,67.0,87.0,43.0,3.0,43.0,46.0,55.0,12.0,55.0,72.0,102.0,8.0,102.0,71.0,119.0,1.0,119.0,43.0
Page_0001_3_2_1_in,140.04980079681275,43.18326693227092,274.0,99.0,105.0,146.0,73.0,7.0,73.0,73.0,93.0,16.0,93.0,97.0,169.0,10.0,169.0,94.0,198.0,1.0,198.0,61.0
Page_0001_3_2_2_out,107.15665796344648,28.671018276762403,227.0,75.0,91.0,105.0,57.0,3.0,57.0,51.0,73.0,12.0,73.0,70.0,118.0,11.0,118.0,71.0,136.0,2.0,136.0,53.0
Page_0001_3_2_3_in,147.35320088300222,40.326710816777044,268.0,89.0,171.0,207.0,116.0,1.0,116.0,52.0,139.0,8.0,139.0,81.0,213.0,23.0,213.0,87.0,227.0,17.0,227.0,58.0
Page_0001_3_2_4_out,113.83602150537635,32.666666666666664,227.0,79.0,114.0,128.0,83.0,4.0,83.0,50.0,98.0,15.0,98.0,73.0,146.0,21.0,146.0,71.0,152.0,15.0,152.0,47.0
Page_0001_3_3_1_out,137.59183673469389,34.38265306122449,267.0,83.0,132.0,149.0,98.0,10.0,98.0,50.0,108.0,20.0,108.0,74.0,174.0,11.0,174.0,74.0,191.0,1.0,191.0,52.0
Page_0001_3_3_2_in,106.21495327102804,30.498442367601246,206.0,75.0,106.0,119.0,74.0,3.0,74.0,42.0,86.0,10.0,86.0,68.0,141.0,13.0,141.0,68.0,149.0,8.0,149.0,39.0
Page_0001_3_3_3_out,160.04157549234137,31.36323851203501,312.0,85.0,159.0,187.0,126.0,5.0,126.0,52.0,142.0,16.0,142.0,80.0,190.0,17.0,190.0,84.0,209.0,5.0,209.0,56.0
Page_0001_3_3_4_in,86.85667752442997,35.08794788273616,184.0,81.0,64.0,85.0,44.0,4.0,44.0,44.0,55.0,14.0,55.0,77.0,108.0,13.0,108.0,70.0,119.0,9.0,119.0,45.0
Page_0001_3_4_1_in,146.70506912442397,43.46082949308756,290.0,101.0,158.0,178.0,105.0,5.0,105.0,60.0,130.0,18.0,130.0,93.0,185.0,36.0,185.0,98.0,196.0,29.0,196.0,71.0
Page_0001_3_4_2_out,95.34042553191489,45.632218844984806,207.0,89.0,77.0,97.0,51.0,4.0,51.0,58.0,71.0,19.0,71.0,87.0,113.0,37.0,113.0,81.0,119.0,30.0,119.0,59.0
Page_0001_3_4_3_in,118.21772151898735,40.4126582278481,236.0,94.0,117.0,134.0,66.0,3.0,66.0,55.0,98.0,16.0,98.0,89.0,155.0,23.0,155.0,87.0,174.0,15.0,174.0,61.0
Page_0001_3_4_4_out,127.76578947368421,35.05,250.0,87.0,132.0,146.0,91.0,1.0,91.0,55.0,113.0,12.0,113.0,80.0,166.0,21.0,166.0,78.0,173.0,15.0,173.0,53.0
Page_0001_3_5_1_out,135.51225490196077,39.286764705882355,267.0,89.0,126.0,139.0,93.0,15.0,93.0,64.0,105.0,24.0,105.0,83.0,161.0,24.0,161.0,87.0,183.0,8.0,183.0,65.0
Page_0001_3_5_2_in,111.7905604719764,28.86135693215339,218.0,76.0,106.0,126.0,79.0,2.0,79.0,44.0,91.0,9.0,91.0,70.0,144.0,11.0,144.0,68.0,154.0,4.0,154.0,46.0
Page_0001_3_5_3_out,157.77522935779817,38.321100917431195,301.0,90.0,165.0,181.0,127.0,14.0,127.0,60.0,138.0,25.0,138.0,81.0,195.0,18.0,195.0,87.0,210.0,6.0,210.0,59.0
