side1,similarity1,side2,similarity2,side3,similarity3,side4,similarity4
Page_0001_5_7,0.22711949050426483,Page_0001_5_7,0.23962830007076263,Page_0001_5_7,0.20901186764240265,Page_0001_5_7,0.16844208538532257
Page_0001_5_6,0.20350956916809082,Page_0001_5_6,0.20048530399799347,Page_0001_5_6,0.3093704283237457,Page_0001_5_6,0.17881545424461365
Page_0001_5_5,0.20049850642681122,Page_0001_5_5,0.2433106005191803,Page_0001_5_5,0.18946132063865662,Page_0001_5_5,0.19933271408081055
Page_0001_5_4,0.19436734914779663,Page_0001_5_4,0.2908032238483429,Page_0001_5_4,0.1656426042318344,Page_0001_5_4,0.17501288652420044
Page_0001_5_3,0.24921771883964539,Page_0001_5_3,0.2411211133003235,Page_0001_5_3,0.25240927934646606,Page_0001_5_3,0.16007551550865173
Page_0001_5_2,0.2638169527053833,Page_0001_5_2,0.2156006246805191,Page_0001_5_2,0.1966114044189453,Page_0001_5_2,0.1526399850845337
Page_0001_5_1,0.24924993515014648,Page_0001_5_1,0.23367293179035187,Page_0001_5_1,0.20426151156425476,Page_0001_5_1,0.17880992591381073
Page_0001_4_7,0.24684524536132812,Page_0001_4_7,0.17391318082809448,Page_0001_4_7,0.17088451981544495,Page_0001_4_7,0.1579580307006836
Page_0001_4_6,0.24591532349586487,Page_0001_4_6,0.1790572702884674,Page_0001_4_6,0.19045963883399963,Page_0001_4_6,0.16891635954380035
Page_0001_4_5,0.2154572457075119,Page_0001_4_5,0.17424838244915009,Page_0001_4_5,0.1748131364583969,Page_0001_4_5,0.1537950336933136
Page_0001_4_4,0.23563461005687714,Page_0001_4_4,0.2130688577890396,Page_0001_4_4,0.17620016634464264,Page_0001_4_4,0.20309963822364807
Page_0001_4_3,0.17853359878063202,Page_0001_4_3,0.23349735140800476,Page_0001_4_3,0.18578113615512848,Page_0001_4_3,0.15419809520244598
Page_0001_4_2,0.2436242252588272,Page_0001_4_2,0.19843228161334991,Page_0001_4_2,0.2553121745586395,Page_0001_4_2,0.1681727170944214
Page_0001_4_1,0.3222188353538513,Page_0001_4_1,0.18861335515975952,Page_0001_4_1,0.1955575793981552,Page_0001_4_1,0.1718015968799591
Page_0001_3_7,0.19538439810276031,Page_0001_3_7,0.2051113098859787,Page_0001_3_7,0.17763517796993256,Page_0001_3_7,0.20554859936237335
Page_0001_3_6,0.2949312925338745,Page_0001_3_6,0.2759057581424713,Page_0001_3_6,0.2145327925682068,Page_0001_3_6,0.18928182125091553
Page_0001_3_5,0.17393197119235992,Page_0001_3_5,0.2633991241455078,Page_0001_3_5,0.20116153359413147,Page_0001_3_5,0.14440099895000458
Page_0001_3_4,0.2273896038532257,Page_0001_3_4,0.26457786560058594,Page_0001_3_4,0.19006314873695374,Page_0001_3_4,0.20403838157653809
Page_0001_3_3,0.2054067701101303,Page_0001_3_3,0.2643754184246063,Page_0001_3_3,0.23079656064510345,Page_0001_3_3,0.16070225834846497
Page_0001_3_2,0.2524297535419464,Page_0001_3_2,0.2500792443752289,Page_0001_3_2,0.2369648665189743,Page_0001_3_2,0.1836370825767517
Page_0001_3_1,0.22620908915996552,Page_0001_3_1,0.21337127685546875,Page_0001_3_1,0.1934370994567871,Page_0001_3_1,0.16154073178768158
Page_0001_2_7,0.19408948719501495,Page_0001_2_7,0.21730506420135498,Page_0001_2_7,0.18562278151512146,Page_0001_2_7,0.1998130828142166
Page_0001_2_6,0.20208661258220673,Page_0001_2_6,0.29544398188591003,Page_0001_2_6,0.2353193312883377,Page_0001_2_6,0.16844779253005981
Page_0001_2_5,0.22949141263961792,Page_0001_2_5,0.18196405470371246,Page_0001_2_5,0.24969761073589325,Page_0001_2_5,0.18790102005004883
Page_0001_2_4,0.24379678070545197,Page_0001_2_4,0.21119198203086853,Page_0001_2_4,0.2151716947555542,Page_0001_2_4,0.2210564911365509
Page_0001_2_3,0.21108393371105194,Page_0001_2_3,0.20757946372032166,Page_0001_2_3,0.25672101974487305,Page_0001_2_3,0.1619379073381424
Page_0001_2_2,0.20590293407440186,Page_0001_2_2,0.2910236418247223,Page_0001_2_2,0.3376329243183136,Page_0001_2_2,0.15433412790298462
Page_0001_1_7,0.20305630564689636,Page_0001_1_7,0.23841582238674164,Page_0001_1_7,0.18475358188152313,Page_0001_1_7,0.1571277230978012
Page_0001_1_6,0.27593979239463806,Page_0001_1_6,0.20832501351833344,Page_0001_1_6,0.17895428836345673,Page_0001_1_6,0.17298109829425812
Page_0001_1_5,0.22635458409786224,Page_0001_1_5,0.17605288326740265,Page_0001_1_5,0.26207736134529114,Page_0001_1_5,0.1666756272315979
Page_0001_1_4,0.2273632287979126,Page_0001_1_4,0.17798465490341187,Page_0001_1_4,0.1769503802061081,Page_0001_1_4,0.15126383304595947
Page_0001_1_3,0.17958450317382812,Page_0001_1_3,0.24048767983913422,Page_0001_1_3,0.22385457158088684,Page_0001_1_3,0.15897144377231598
Page_0001_1_2,0.2537830173969269,Page_0001_1_2,0.2000090330839157,Page_0001_1_2,0.2303587645292282,Page_0001_1_2,0.18646472692489624
Page_0001_1_1,0.2898264527320862,Page_0001_1_1,0.21491563320159912,Page_0001_1_1,0.17578467726707458,Page_0001_1_1,0.1934870183467865
