side1,similarity1,side2,similarity2,side3,similarity3,side4,similarity4
Page_0001_5_7,0.24977484345436096,Page_0001_5_7,0.28766751289367676,Page_0001_5_7,0.24567973613739014,Page_0001_5_7,0.16634823381900787
Page_0001_5_6,0.21986016631126404,Page_0001_5_6,0.23241883516311646,Page_0001_5_6,0.26868143677711487,Page_0001_5_6,0.1626785844564438
Page_0001_5_5,0.2549673318862915,Page_0001_5_5,0.1849444955587387,Page_0001_5_5,0.21500486135482788,Page_0001_5_5,0.13738669455051422
Page_0001_5_4,0.1928831785917282,Page_0001_5_4,0.14791084825992584,Page_0001_5_4,0.20669862627983093,Page_0001_5_4,0.17879854142665863
Page_0001_5_3,0.2052418291568756,Page_0001_5_3,0.15213529765605927,Page_0001_5_3,0.27257731556892395,Page_0001_5_3,0.1650255173444748
Page_0001_5_2,0.28871238231658936,Page_0001_5_2,0.1348402500152588,Page_0001_5_2,0.17822910845279694,Page_0001_5_2,0.1666395366191864
Page_0001_5_1,0.24390240013599396,Page_0001_5_1,0.22293537855148315,Page_0001_5_1,0.1993858367204666,Page_0001_5_1,0.23679304122924805
Page_0001_4_7,0.21756766736507416,Page_0001_4_7,0.15082989633083344,Page_0001_4_7,0.22189189493656158,Page_0001_4_7,0.1517699807882309
Page_0001_4_6,0.2358790934085846,Page_0001_4_6,0.15328989923000336,Page_0001_4_6,0.289886474609375,Page_0001_4_6,0.23139289021492004
Page_0001_4_5,0.1915302276611328,Page_0001_4_5,0.17521768808364868,Page_0001_4_5,0.2296130657196045,Page_0001_4_5,0.18216903507709503
Page_0001_4_4,0.21523909270763397,Page_0001_4_4,0.15477371215820312,Page_0001_4_4,0.22543656826019287,Page_0001_4_4,0.15549832582473755
Page_0001_4_3,0.19673490524291992,Page_0001_4_3,0.16214552521705627,Page_0001_4_3,0.22092396020889282,Page_0001_4_3,0.19233615696430206
Page_0001_4_2,0.23082061111927032,Page_0001_4_2,0.24260272085666656,Page_0001_4_2,0.2289886623620987,Page_0001_4_2,0.18855047225952148
Page_0001_4_1,0.23105742037296295,Page_0001_4_1,0.23443323373794556,Page_0001_4_1,0.22664353251457214,Page_0001_4_1,0.14888131618499756
Page_0001_3_7,0.34891006350517273,Page_0001_3_7,0.20665878057479858,Page_0001_3_7,0.22786982357501984,Page_0001_3_7,0.15499618649482727
Page_0001_3_6,0.22961962223052979,Page_0001_3_6,0.24476316571235657,Page_0001_3_6,0.2174014449119568,Page_0001_3_6,0.1802377998828888
Page_0001_3_5,0.20288987457752228,Page_0001_3_5,0.19130301475524902,Page_0001_3_5,0.20249474048614502,Page_0001_3_5,0.16932694613933563
Page_0001_3_4,0.20607329905033112,Page_0001_3_4,0.2067711353302002,Page_0001_3_4,0.2044975459575653,Page_0001_3_4,0.15902411937713623
Page_0001_3_3,0.22061574459075928,Page_0001_3_3,0.1922779530286789,Page_0001_3_3,0.2542813718318939,Page_0001_3_3,0.19758793711662292
Page_0001_3_2,0.19022135436534882,Page_0001_3_2,0.21129821240901947,Page_0001_3_2,0.18526025116443634,Page_0001_3_2,0.17702046036720276
Page_0001_3_1,0.2706257104873657,Page_0001_3_1,0.18609240651130676,Page_0001_3_1,0.22052380442619324,Page_0001_3_1,0.19108116626739502
Page_0001_2_7,0.24655334651470184,Page_0001_2_7,0.21165092289447784,Page_0001_2_7,0.21964244544506073,Page_0001_2_7,0.19461534917354584
Page_0001_2_6,0.19527435302734375,Page_0001_2_6,0.1548418402671814,Page_0001_2_6,0.21559396386146545,Page_0001_2_6,0.17994241416454315
Page_0001_2_5,0.17374566197395325,Page_0001_2_5,0.17067857086658478,Page_0001_2_5,0.18837706744670868,Page_0001_2_5,0.17137259244918823
Page_0001_2_4,0.22753719985485077,Page_0001_2_4,0.1855081468820572,Page_0001_2_4,0.2515462338924408,Page_0001_2_4,0.21539409458637238
Page_0001_2_3,0.1897604763507843,Page_0001_2_3,0.2027152180671692,Page_0001_2_3,0.19536474347114563,Page_0001_2_3,0.18631720542907715
Page_0001_2_2,0.2382107824087143,Page_0001_2_2,0.1756606549024582,Page_0001_2_2,0.20103612542152405,Page_0001_2_2,0.16283996403217316
Page_0001_2_1,0.1877731829881668,Page_0001_2_1,0.1842765212059021,Page_0001_2_1,0.17155291140079498,Page_0001_2_1,0.15431728959083557
Page_0001_1_7,0.19741809368133545,Page_0001_1_7,0.1986931413412094,Page_0001_1_7,0.21147918701171875,Page_0001_1_7,0.1532454490661621
Page_0001_1_6,0.22322343289852142,Page_0001_1_6,0.24584732949733734,Page_0001_1_6,0.22685307264328003,Page_0001_1_6,0.1625286042690277
Page_0001_1_5,0.19470204412937164,Page_0001_1_5,0.1508968621492386,Page_0001_1_5,0.24935145676136017,Page_0001_1_5,0.18951840698719025
Page_0001_1_3,0.18928784132003784,Page_0001_1_3,0.1550448089838028,Page_0001_1_3,0.19623708724975586,Page_0001_1_3,0.1767355352640152
Page_0001_1_2,0.3163590133190155,Page_0001_1_2,0.1601121425628662,Page_0001_1_2,0.2209809422492981,Page_0001_1_2,0.20657983422279358
Page_0001_1_1,0.24378830194473267,Page_0001_1_1,0.22463755309581757,Page_0001_1_1,0.22457757592201233,Page_0001_1_1,0.17838287353515625
