Piece,Side,page,row,column,side number,In_Out,Matched,Matched_side,Width,Height,symetry,m,c,head_flatness,
Page_0007_4_5,Page_0007_4_5_4_out,0007,4,5,4,out,0,,262.2308144,262.2308144,0.51873773,0.076191255,26.84395298,,
Page_0007_4_6,Page_0007_4_6_1_in,0007,4,6,1,in,0,,216.1480974,216.1480974,0.604452055,0.101962234,17.67667458,,
Page_0007_4_6,Page_0007_4_6_2_out,0007,4,6,2,out,0,,224.07588,224.07588,0.540967935,0.200441605,22.17374511,,
Page_0007_4_6,Page_0007_4_6_3_in,0007,4,6,3,in,0,,195.3688819,195.3688819,0.356598287,-0.048304615,38.97518274,,
Page_0007_4_6,Page_0007_4_6_4_out,0007,4,6,4,out,0,,202.7140844,202.7140844,0.515659601,0.04656872,31.97766305,,
Page_0007_4_7,Page_0007_4_7_1_in,0007,4,7,1,in,0,,274.6579691,274.6579691,0.540053289,0.114781384,21.60700469,,
Page_0007_4_7,Page_0007_4_7_2_out,0007,4,7,2,out,0,,227.3433527,227.3433527,0.431904808,0.131137947,24.54567243,,
Page_0007_4_7,Page_0007_4_7_3_in,0007,4,7,3,in,0,,227.563178,227.563178,0.418866467,0.001457185,44.61300269,,
Page_0007_4_7,Page_0007_4_7_4_out,0007,4,7,4,out,0,,225.0022222,225.0022222,0.521313159,0.080027535,22.11600664,,
Page_0007_5_1,Page_0007_5_1_1_in,0007,5,1,1,in,0,,229.9608662,229.9608662,0.563953708,0.022393716,28.84503391,,
Page_0007_5_1,Page_0007_5_1_2_out,0007,5,1,2,out,0,,212.8966886,212.8966886,0.5003861,0.090941843,37.10416753,,
Page_0007_5_1,Page_0007_5_1_3_in,0007,5,1,3,in,0,,196.0229578,196.0229578,0.342042941,-0.175527591,47.47591667,,
Page_0007_5_1,Page_0007_5_1_4_out,0007,5,1,4,out,0,,187.0106949,187.0106949,0.463729162,-0.012134952,34.87097194,,
Page_0007_5_2,Page_0007_5_2_1_in,0007,5,2,1,in,0,,234.2584043,234.2584043,0.488547114,0.03707913,28.98377006,,
Page_0007_5_2,Page_0007_5_2_2_out,0007,5,2,2,out,0,,209.7736876,209.7736876,0.431678218,-0.020769752,34.51252637,,
Page_0007_5_2,Page_0007_5_2_3_in,0007,5,2,3,in,0,,254.1593988,254.1593988,0.45421614,0.025502701,32.61312773,,
Page_0007_5_2,Page_0007_5_2_4_out,0007,5,2,4,out,0,,213.4104027,213.4104027,0.571008256,0.241961227,12.83899294,,
Page_0007_5_3,Page_0007_5_3_1_in,0007,5,3,1,in,0,,222.0562992,222.0562992,0.543166562,0.124418254,21.05983686,,
Page_0007_5_3,Page_0007_5_3_2_out,0007,5,3,2,out,0,,197.6866207,197.6866207,0.455834186,0.042323899,38.77229583,,
Page_0007_5_3,Page_0007_5_3_3_in,0007,5,3,3,in,0,,198.2246201,198.2246201,0.468709439,0.02811225,31.176394,,
Page_0007_5_3,Page_0007_5_3_4_out,0007,5,3,4,out,0,,178.4740878,178.4740878,0.574294415,0.154781296,21.3330593,,
Page_0007_5_4,Page_0007_5_4_1_in,0007,5,4,1,in,0,,203.3051893,203.3051893,0.502479859,0.12959214,29.89631855,,
Page_0007_5_4,Page_0007_5_4_2_out,0007,5,4,2,out,0,,214.0584032,214.0584032,0.525108575,-0.00341296,29.77297693,,
Page_0007_5_4,Page_0007_5_4_3_in,0007,5,4,3,in,0,,224.0178564,224.0178564,0.49748924,0.127848354,20.47245741,,
Page_0007_5_4,Page_0007_5_4_4_out,0007,5,4,4,out,0,,208.4706214,208.4706214,0.551219512,0.167607272,15.07680404,,
Page_0007_5_5,Page_0007_5_5_1_in,0007,5,5,1,in,0,,239.1505802,239.1505802,0.439546798,0.068898409,28.50017504,,
Page_0007_5_5,Page_0007_5_5_2_out,0007,5,5,2,out,0,,205.4482903,205.4482903,0.465895899,0.093236739,39.38510376,,
Page_0007_5_5,Page_0007_5_5_3_in,0007,5,5,3,in,0,,249.3932637,249.3932637,0.516150297,0.159760071,17.52820601,,
Page_0007_5_5,Page_0007_5_5_4_out,0007,5,5,4,out,0,,201.1566554,201.1566554,0.584816133,0.365470915,14.58367867,,
Page_0007_5_6,Page_0007_5_6_1_in,0007,5,6,1,in,0,,285.0982287,285.0982287,0.510697457,0.064976193,24.89173369,,
Page_0007_5_6,Page_0007_5_6_2_out,0007,5,6,2,out,0,,204.0245083,204.0245083,0.417023014,0.072719308,27.24242108,,
Page_0007_5_6,Page_0007_5_6_3_in,0007,5,6,3,in,0,,227.0198229,227.0198229,0.572276767,0.083388451,25.62856062,,
Page_0007_5_6,Page_0007_5_6_4_out,0007,5,6,4,out,0,,232.0452542,232.0452542,0.566496425,0.049390062,22.9644286,,
Page_0007_5_7,Page_0007_5_7_1_in,0007,5,7,1,in,0,,188.5338166,188.5338166,0.446420031,0.043772649,25.19979483,,
Page_0007_5_7,Page_0007_5_7_2_out,0007,5,7,2,out,0,,214.3361845,214.3361845,0.517936439,0.052625733,26.73737565,,
Page_0007_5_7,Page_0007_5_7_3_in,0007,5,7,3,in,0,,223.2711356,223.2711356,0.582828485,0.025928559,24.62907714,,
Page_0007_5_7,Page_0007_5_7_4_out,0007,5,7,4,out,0,,252.2419473,252.2419473,0.416873605,-0.022111331,34.25006337,,
Page_0008_1_1,Page_0008_1_1_1_in,0008,1,1,1,in,0,,204.8828934,204.8828934,0.596255092,0.073934689,21.115497,,
Page_0008_1_1,Page_0008_1_1_2_out,0008,1,1,2,out,0,,235.4782368,235.4782368,0.504508566,-0.09304313,47.33317075,,
Page_0008_1_1,Page_0008_1_1_3_in,0008,1,1,3,in,0,,202.1583538,202.1583538,0.456249388,-0.095399491,39.56572035,,
Page_0008_1_1,Page_0008_1_1_4_out,0008,1,1,4,out,0,,227.4950549,227.4950549,0.416006492,-0.088814152,53.58901741,,
Page_0008_1_2,Page_0008_1_2_1_in,0008,1,2,1,in,0,,239.0753019,239.0753019,0.518046783,-0.046191141,46.55834348,,
Page_0008_1_2,Page_0008_1_2_2_out,0008,1,2,2,out,0,,241.0082986,241.0082986,0.512318154,0.036381911,25.8080062,,
Page_0008_1_2,Page_0008_1_2_3_in,0008,1,2,3,in,0,,281.1138559,281.1138559,0.574185384,0.130032046,19.18218063,,
Page_0008_1_2,Page_0008_1_2_4_out,0008,1,2,4,out,0,,212.4264579,212.4264579,0.474526316,0.124693154,23.19309931,,
Page_0008_1_3,Page_0008_1_3_1_in,0008,1,3,1,in,0,,203.2978111,203.2978111,0.478078877,0.04834276,30.84749676,,
Page_0008_1_3,Page_0008_1_3_2_out,0008,1,3,2,out,0,,212.6805116,212.6805116,0.584307917,0.049295696,21.26269591,,
Page_0008_1_3,Page_0008_1_3_3_in,0008,1,3,3,in,0,,250.5693517,250.5693517,0.50633113,0.10851179,24.98758283,,
Page_0008_1_3,Page_0008_1_3_4_out,0008,1,3,4,out,0,,195.1665955,195.1665955,0.416355999,0.002126973,35.25304407,,
Page_0008_1_4,Page_0008_1_4_1_in,0008,1,4,1,in,0,,248.0503981,248.0503981,0.391571454,-0.059062958,40.8634896,,
Page_0008_1_4,Page_0008_1_4_2_out,0008,1,4,2,out,0,,195.0025641,195.0025641,0.386235733,-0.046365,33.66995946,,
Page_0008_1_4,Page_0008_1_4_3_in,0008,1,4,3,in,0,,189.0608368,189.0608368,0.520031334,0.084331374,32.35763145,,
Page_0008_1_4,Page_0008_1_4_4_out,0008,1,4,4,out,0,,228.035085,228.035085,0.568846154,-0.105318088,62.72707233,,
Page_0008_1_5,Page_0008_1_5_1_in,0008,1,5,1,in,0,,190.0026316,190.0026316,0.554389075,0.182341738,14.06799814,,
Page_0008_1_5,Page_0008_1_5_2_out,0008,1,5,2,out,0,,272.7343029,272.7343029,0.492955474,-0.111576983,52.93017144,,
Page_0008_1_5,Page_0008_1_5_3_in,0008,1,5,3,in,0,,205.1974659,205.1974659,0.423502589,-0.002625499,30.3774605,,
Page_0008_1_5,Page_0008_1_5_4_out,0008,1,5,4,out,0,,262.0305326,262.0305326,0.610690358,0.093428241,19.46865055,,
Page_0008_1_6,Page_0008_1_6_1_in,0008,1,6,1,in,0,,284.7753501,284.7753501,0.57818415,0.104707299,20.84049724,,
Page_0008_1_6,Page_0008_1_6_2_out,0008,1,6,2,out,0,,214.0023364,214.0023364,0.477389349,0.140691122,24.06240363,,
Page_0008_1_6,Page_0008_1_6_3_in,0008,1,6,3,in,0,,231.0021645,231.0021645,0.421479705,-0.011509708,39.15345498,,
Page_0008_1_6,Page_0008_1_6_4_out,0008,1,6,4,out,0,,229.1396954,229.1396954,0.58356347,0.024935514,23.73309154,,
Page_0008_1_7,Page_0008_1_7_1_in,0008,1,7,1,in,0,,218.0206412,218.0206412,0.540319357,0.077668442,18.68001302,,
Page_0008_1_7,Page_0008_1_7_2_out,0008,1,7,2,out,0,,286.4472028,286.4472028,0.546945839,0.088216844,22.69745959,,
Page_0008_1_7,Page_0008_1_7_3_in,0008,1,7,3,in,0,,197.4487275,197.4487275,0.456368953,0.067356945,29.97111477,,
Page_0008_1_7,Page_0008_1_7_4_out,0008,1,7,4,out,0,,259.0945773,259.0945773,0.518978102,-0.034520628,38.74857788,,
Page_0008_2_1,Page_0008_2_1_1_in,0008,2,1,1,in,0,,203.002463,203.002463,0.592574618,0.177212167,11.79656941,,
Page_0008_2_1,Page_0008_2_1_2_out,0008,2,1,2,out,0,,273.0018315,273.0018315,0.348946733,-0.109893722,50.8580307,,
Page_0008_2_1,Page_0008_2_1_3_in,0008,2,1,3,in,0,,187.8643127,187.8643127,0.47598674,0.031198609,29.08956514,,
Page_0008_2_1,Page_0008_2_1_4_out,0008,2,1,4,out,0,,256.2810957,256.2810957,0.605237515,0.103877885,26.85137446,,
Page_0008_2_2,Page_0008_2_2_1_in,0008,2,2,1,in,0,,182.0109887,182.0109887,0.494023183,-0.03168537,43.35898282,,
Page_0008_2_2,Page_0008_2_2_2_out,0008,2,2,2,out,0,,204.5702813,204.5702813,0.643336758,0.033421166,34.59213023,,
Page_0008_2_2,Page_0008_2_2_3_in,0008,2,2,3,in,0,,244.3460661,244.3460661,0.556519554,0.004422271,30.64207786,,
Page_0008_2_2,Page_0008_2_2_4_out,0008,2,2,4,out,0,,214.9325476,214.9325476,0.402632263,-0.046357262,35.31600319,,
Page_0008_2_3,Page_0008_2_3_1_in,0008,2,3,1,in,0,,216.8340379,216.8340379,0.643511921,0.091457971,19.54672522,,
Page_0008_2_3,Page_0008_2_3_2_out,0008,2,3,2,out,0,,240.0520777,240.0520777,0.4070282,-0.063673727,43.99560083,,
Page_0008_2_3,Page_0008_2_3_3_in,0008,2,3,3,in,0,,197.0228413,197.0228413,0.411870782,-0.045690952,36.82836154,,
Page_0008_2_3,Page_0008_2_3_4_out,0008,2,3,4,out,0,,220.7351354,220.7351354,0.629504967,0.053212766,23.45732284,,
Page_0008_2_4,Page_0008_2_4_1_in,0008,2,4,1,in,0,,271.3466418,271.3466418,0.605793913,0.122808099,19.89067178,,
Page_0008_2_4,Page_0008_2_4_2_out,0008,2,4,2,out,0,,201.0198995,201.0198995,0.390210102,0.06611625,31.61737061,,
Page_0008_2_4,Page_0008_2_4_3_in,0008,2,4,3,in,0,,225.0022222,225.0022222,0.361652116,-0.039279823,41.95904148,,
Page_0008_2_4,Page_0008_2_4_4_out,0008,2,4,4,out,0,,228.0789337,228.0789337,0.509688581,0.043585703,24.29677343,,
Page_0008_2_5,Page_0008_2_5_1_in,0008,2,5,1,in,0,,204.4798279,204.4798279,0.644121305,0.119373431,16.68425222,,
Page_0008_2_5,Page_0008_2_5_2_out,0008,2,5,2,out,0,,250.0979808,250.0979808,0.506642792,-0.026109788,43.65943494,,
Page_0008_2_5,Page_0008_2_5_3_in,0008,2,5,3,in,0,,213.0211257,213.0211257,0.37088457,-0.083055011,37.94998189,,
Page_0008_2_5,Page_0008_2_5_4_out,0008,2,5,4,out,0,,234.0021367,234.0021367,0.511624085,-0.014566661,31.49695448,,
Page_0008_2_6,Page_0008_2_6_1_in,0008,2,6,1,in,0,,198.022726,198.022726,0.394384515,-0.129697686,42.42962926,,
Page_0008_2_6,Page_0008_2_6_2_out,0008,2,6,2,out,0,,192,192,0.390625,-0.054802001,40.68313176,,
Page_0008_2_6,Page_0008_2_6_3_in,0008,2,6,3,in,0,,224.3969697,224.3969697,0.52627398,0.011529216,30.86038354,,
Page_0008_2_6,Page_0008_2_6_4_out,0008,2,6,4,out,0,,219.9204402,219.9204402,0.497777318,0.097960038,35.86147625,,
Page_0008_2_7,Page_0008_2_7_1_in,0008,2,7,1,in,0,,225.8694313,225.8694313,0.450575298,-0.164308952,56.38993852,,
Page_0008_2_7,Page_0008_2_7_2_out,0008,2,7,2,out,0,,201.0397971,201.0397971,0.505430883,-0.004828691,41.04957525,,
Page_0008_2_7,Page_0008_2_7_3_in,0008,2,7,3,in,0,,204.5605045,204.5605045,0.552945394,-0.041499213,44.43472445,,
Page_0008_2_7,Page_0008_2_7_4_out,0008,2,7,4,out,0,,211.8537231,211.8537231,0.51481663,-0.04578429,44.20309407,,
Page_0008_3_1,Page_0008_3_1_1_in,0008,3,1,1,in,0,,242.0082643,242.0082643,0.4032919,-0.076243705,45.09776501,,
Page_0008_3_1,Page_0008_3_1_2_out,0008,3,1,2,out,0,,196.2065238,196.2065238,0.434553342,-0.04692851,33.70916768,,
Page_0008_3_1,Page_0008_3_1_3_in,0008,3,1,3,in,0,,252.3350947,252.3350947,0.507844769,0.000663382,32.95701988,,
Page_0008_3_1,Page_0008_3_1_4_out,0008,3,1,4,out,0,,212.1438191,212.1438191,0.552383069,0.158937408,16.63255749,,
Page_0008_3_2,Page_0008_3_2_1_in,0008,3,2,1,in,0,,238.2540661,238.2540661,0.646824628,0.13619694,20.21883754,,
Page_0008_3_2,Page_0008_3_2_2_out,0008,3,2,2,out,0,,229.0087335,229.0087335,0.539422252,0.049127786,24.3983655,,
Page_0008_3_2,Page_0008_3_2_3_in,0008,3,2,3,in,0,,240.0020833,240.0020833,0.477752122,-0.076562713,46.67878745,,
Page_0008_3_2,Page_0008_3_2_4_out,0008,3,2,4,out,0,,217,217,0.3640553,-0.093546281,39.08545383,,
Page_0008_3_3,Page_0008_3_3_1_in,0008,3,3,1,in,0,,218.1467396,218.1467396,0.447003446,-0.097988245,40.50592419,,
Page_0008_3_3,Page_0008_3_3_2_out,0008,3,3,2,out,0,,195.1640336,195.1640336,0.443828927,0.048819931,34.70990069,,
Page_0008_3_3,Page_0008_3_3_3_in,0008,3,3,3,in,0,,205.4069132,205.4069132,0.544084187,-0.007208512,36.3156701,,
Page_0008_3_3,Page_0008_3_3_4_out,0008,3,3,4,out,0,,214.0840956,214.0840956,0.513789492,-0.057493992,42.18258818,,
Page_0008_3_4,Page_0008_3_4_1_in,0008,3,4,1,in,0,,177.2822608,177.2822608,0.488211524,0.048276584,30.44247255,,
Page_0008_3_4,Page_0008_3_4_2_out,0008,3,4,2,out,0,,207.4078108,207.4078108,0.559300758,0.026521354,27.32129845,,
Page_0008_3_4,Page_0008_3_4_3_in,0008,3,4,3,in,0,,220.0045454,220.0045454,0.505082435,0.07680625,26.34162981,,
Page_0008_3_4,Page_0008_3_4_4_out,0008,3,4,4,out,0,,199.9699977,199.9699977,0.516504951,0.167476731,22.40570405,,
Page_0008_3_5,Page_0008_3_5_1_in,0008,3,5,1,in,0,,219.0821764,219.0821764,0.516344772,-0.034770344,35.47491064,,
Page_0008_3_5,Page_0008_3_5_2_out,0008,3,5,2,out,0,,229.3141949,229.3141949,0.409204146,-0.098021824,53.40744329,,
Page_0008_3_5,Page_0008_3_5_3_in,0008,3,5,3,in,0,,213.6773268,213.6773268,0.626856192,0.067953981,22.33439955,,
Page_0008_3_5,Page_0008_3_5_4_out,0008,3,5,4,out,0,,241.5305364,241.5305364,0.474604453,-0.072121198,43.21776103,,
Page_0008_3_6,Page_0008_3_6_1_in,0008,3,6,1,in,0,,207.0096616,207.0096616,0.457424218,0.016011855,32.41846772,,
Page_0008_3_6,Page_0008_3_6_2_out,0008,3,6,2,out,0,,232.0344802,232.0344802,0.493833581,-0.023304062,41.89860949,,
Page_0008_3_6,Page_0008_3_6_3_in,0008,3,6,3,in,0,,205.4774927,205.4774927,0.56109519,0.064474065,21.71997994,,
Page_0008_3_6,Page_0008_3_6_4_out,0008,3,6,4,out,0,,247.0323865,247.0323865,0.489405981,-0.061104992,37.19187926,,
Page_0008_3_7,Page_0008_3_7_1_in,0008,3,7,1,in,0,,182.2745182,182.2745182,0.431314712,-0.023146136,31.7103252,,
Page_0008_3_7,Page_0008_3_7_2_out,0008,3,7,2,out,0,,263.5905916,263.5905916,0.541882556,-0.154934203,60.40198154,,
Page_0008_3_7,Page_0008_3_7_3_in,0008,3,7,3,in,0,,223.9866067,223.9866067,0.584412996,0.013143788,27.60209483,,
Page_0008_3_7,Page_0008_3_7_4_out,0008,3,7,4,out,0,,288.2498916,288.2498916,0.564269209,-0.013668571,38.63268255,,
Page_0008_4_1,Page_0008_4_1_1_in,0008,4,1,1,in,0,,212.3982109,212.3982109,0.431893246,-0.020560725,34.26040154,,
Page_0008_4_1,Page_0008_4_1_2_out,0008,4,1,2,out,0,,226,226,0.557522124,0.060230062,25.78133995,,
Page_0008_4_1,Page_0008_4_1_3_in,0008,4,1,3,in,0,,221.4429949,221.4429949,0.636927218,0.082861712,21.95936501,,
Page_0008_4_1,Page_0008_4_1_4_out,0008,4,1,4,out,0,,252.2399651,252.2399651,0.489288802,-0.007704101,38.1738755,,
Page_0008_4_2,Page_0008_4_2_1_in,0008,4,2,1,in,0,,260.3766503,260.3766503,0.598412886,0.014787617,29.92391043,,
Page_0008_4_2,Page_0008_4_2_2_out,0008,4,2,2,out,0,,220.4835595,220.4835595,0.536584864,0.208637717,16.02894838,,
Page_0008_4_2,Page_0008_4_2_3_in,0008,4,2,3,in,0,,239.4702487,239.4702487,0.424144666,-0.044493201,38.14879823,,
Page_0008_4_2,Page_0008_4_2_4_out,0008,4,2,4,out,0,,193.5071058,193.5071058,0.369341701,-0.072700786,39.76251454,,
Page_0008_4_3,Page_0008_4_3_1_in,0008,4,3,1,in,0,,241.0082986,241.0082986,0.483636051,0.037311975,27.25396126,,
Page_0008_4_3,Page_0008_4_3_2_out,0008,4,3,2,out,0,,225,225,0.524444444,0.084657935,18.57983285,,
Page_0008_4_3,Page_0008_4_3_3_in,0008,4,3,3,in,0,,221.2261287,221.2261287,0.455998038,0.011331188,39.2161199,,
Page_0008_4_3,Page_0008_4_3_4_out,0008,4,3,4,out,0,,217.0184324,217.0184324,0.473151156,-0.103491714,45.04214816,,
Page_0008_4_4,Page_0008_4_4_1_in,0008,4,4,1,in,0,,270.3127818,270.3127818,0.584064378,0.033773501,27.99405902,,
Page_0008_4_4,Page_0008_4_4_2_out,0008,4,4,2,out,0,,226.7178864,226.7178864,0.531118072,0.169180063,15.45336417,,
Page_0008_4_4,Page_0008_4_4_3_in,0008,4,4,3,in,0,,240.5327421,240.5327421,0.380807522,-0.056030258,38.65440933,,
Page_0008_4_4,Page_0008_4_4_4_out,0008,4,4,4,out,0,,197.1243263,197.1243263,0.414020279,-0.052662561,36.15836983,,
Page_0008_4_5,Page_0008_4_5_1_in,0008,4,5,1,in,0,,202.5561651,202.5561651,0.396134441,-0.066178834,44.09933453,,
Page_0008_4_5,Page_0008_4_5_2_out,0008,4,5,2,out,0,,191.5254552,191.5254552,0.449920942,-0.153271705,57.90477046,,
Page_0008_4_5,Page_0008_4_5_3_in,0008,4,5,3,in,0,,212.275764,212.275764,0.618894388,0.032867109,27.44980684,,
Page_0008_4_5,Page_0008_4_5_4_out,0008,4,5,4,out,0,,237.0232056,237.0232056,0.567853329,-0.02193883,29.86084783,,
Page_0008_4_7,Page_0008_4_7_1_in,0008,4,7,1,in,0,,218.6618394,218.6618394,0.579507665,0.054904164,20.49681606,,
Page_0008_4_7,Page_0008_4_7_2_out,0008,4,7,2,out,0,,258.3273118,258.3273118,0.471370986,0.013052862,28.7294968,,
Page_0008_4_7,Page_0008_4_7_3_in,0008,4,7,3,in,0,,204.9780476,204.9780476,0.489718203,0.087311184,21.62666408,,
Page_0008_4_7,Page_0008_4_7_4_out,0008,4,7,4,out,0,,223,223,0.452914798,0.019270542,33.36564605,,
Page_0008_5_1,Page_0008_5_1_1_in,0008,5,1,1,in,0,,284.1918366,284.1918366,0.504191172,0.089867183,22.54427488,,
Page_0008_5_1,Page_0008_5_1_2_out,0008,5,1,2,out,0,,211.9811312,211.9811312,0.467153285,0.106222689,30.03536802,,
Page_0008_5_1,Page_0008_5_1_3_in,0008,5,1,3,in,0,,227.1409254,227.1409254,0.547147869,0.021621214,31.35156857,,
Page_0008_5_1,Page_0008_5_1_4_out,0008,5,1,4,out,0,,242.1321953,242.1321953,0.53639899,0.058941401,22.8942851,,
Page_0008_5_2,Page_0008_5_2_1_in,0008,5,2,1,in,0,,210.0095236,210.0095236,0.374433158,-0.104067194,39.60534087,,
Page_0008_5_2,Page_0008_5_2_2_out,0008,5,2,2,out,0,,239.5349661,239.5349661,0.455914391,-0.093216627,46.82660908,,
Page_0008_5_2,Page_0008_5_2_3_in,0008,5,2,3,in,0,,197.4284681,197.4284681,0.568602802,0.082475944,18.15698408,,
Page_0008_5_2,Page_0008_5_2_4_out,0008,5,2,4,out,0,,257.3169252,257.3169252,0.544795505,-0.031721259,43.48226565,,
Page_0008_5_3,Page_0008_5_3_1_in,0008,5,3,1,in,0,,221.6528818,221.6528818,0.457439446,0.041247382,26.31173703,,
Page_0008_5_3,Page_0008_5_3_2_out,0008,5,3,2,out,0,,193.2097306,193.2097306,0.594722743,0.171789968,13.60663157,,
Page_0008_5_3,Page_0008_5_3_3_in,0008,5,3,3,in,0,,202.2003956,202.2003956,0.524446619,-0.011987085,35.2688822,,
Page_0008_5_3,Page_0008_5_3_4_out,0008,5,3,4,out,0,,217.2302925,217.2302925,0.361609697,-0.189401792,52.06027123,,
Page_0008_5_4,Page_0008_5_4_1_in,0008,5,4,1,in,0,,235.0319127,235.0319127,0.519949312,0.084779743,32.83379987,,
Page_0008_5_4,Page_0008_5_4_2_out,0008,5,4,2,out,0,,220.4450045,220.4450045,0.43896617,0.033769808,29.8705356,,
Page_0008_5_4,Page_0008_5_4_3_in,0008,5,4,3,in,0,,242.0950227,242.0950227,0.635062276,0.243310803,11.91149158,,
Page_0008_5_4,Page_0008_5_4_4_out,0008,5,4,4,out,0,,220.9072203,220.9072203,0.55942623,0.175676233,16.01947169,,
Page_0008_5_5,Page_0008_5_5_1_in,0008,5,5,1,in,0,,279.0877998,279.0877998,0.518423418,0.068442777,24.02351903,,
Page_0008_5_5,Page_0008_5_5_2_out,0008,5,5,2,out,0,,219.544984,219.544984,0.510829876,0.100662488,25.37956844,,
Page_0008_5_5,Page_0008_5_5_3_in,0008,5,5,3,in,0,,234.173013,234.173013,0.527654686,-0.000484865,41.11946987,,
Page_0008_5_5,Page_0008_5_5_4_out,0008,5,5,4,out,0,,233.6942447,233.6942447,0.471188179,-0.081748415,41.9577325,,
Page_0008_5_6,Page_0008_5_6_1_in,0008,5,6,1,in,0,,210.0214275,210.0214275,0.600081616,0.107862679,19.81074022,,
Page_0008_5_6,Page_0008_5_6_2_out,0008,5,6,2,out,0,,247.2448179,247.2448179,0.477441518,-0.015104382,31.60451446,,
Page_0008_5_6,Page_0008_5_6_3_in,0008,5,6,3,in,0,,204.1568025,204.1568025,0.47975048,-0.01371334,31.50281605,,
Page_0008_5_6,Page_0008_5_6_4_out,0008,5,6,4,out,0,,235.0531855,235.0531855,0.45800905,0.019055788,37.02863755,,
Page_0008_5_7,Page_0008_5_7_1_in,0008,5,7,1,in,0,,201.0621794,201.0621794,0.60916242,0.173410748,16.14821662,,
Page_0008_5_7,Page_0008_5_7_2_out,0008,5,7,2,out,0,,272.0294102,272.0294102,0.532972973,0.047696956,28.07652857,,
Page_0008_5_7,Page_0008_5_7_3_in,0008,5,7,3,in,0,,191.1570035,191.1570035,0.481596015,0.02280676,30.64195105,,
Page_0008_5_7,Page_0008_5_7_4_out,0008,5,7,4,out,0,,255.0960603,255.0960603,0.530503734,-0.030691471,36.01671321,,
Page_0009_1_1,Page_0009_1_1_1_in,0009,1,1,1,in,0,,184.5318401,184.5318401,0.526077763,-0.059150237,44.9150414,,
Page_0009_1_1,Page_0009_1_1_2_out,0009,1,1,2,out,0,,210.447143,210.447143,0.603684971,0.021881723,28.51826039,,
Page_0009_1_1,Page_0009_1_1_3_in,0009,1,1,3,in,0,,239.3010656,239.3010656,0.507779621,0.049437732,25.93869059,,
Page_0009_1_1,Page_0009_1_1_4_out,0009,1,1,4,out,0,,182.7183625,182.7183625,0.395285449,-0.024104491,37.8451257,,
Page_0009_1_2,Page_0009_1_2_1_in,0009,1,2,1,in,0,,215.0837046,215.0837046,0.530641361,0.11994263,25.90224636,,
Page_0009_1_2,Page_0009_1_2_2_out,0009,1,2,2,out,0,,194.5790328,194.5790328,0.555901852,0.22647335,13.02385205,,
Page_0009_1_2,Page_0009_1_2_3_in,0009,1,2,3,in,0,,195.0102561,195.0102561,0.418969734,-0.038178589,38.05764683,,
Page_0009_1_2,Page_0009_1_2_4_out,0009,1,2,4,out,0,,197.0634416,197.0634416,0.447288459,-0.078501957,37.68336981,,
Page_0009_1_3,Page_0009_1_3_1_in,0009,1,3,1,in,0,,217.8921752,217.8921752,0.549508183,-0.093779086,48.50271713,,
Page_0009_1_3,Page_0009_1_3_2_out,0009,1,3,2,out,0,,258.8532403,258.8532403,0.425565256,-0.182432978,65.65848908,,
Page_0009_1_3,Page_0009_1_3_3_in,0009,1,3,3,in,0,,187.0240626,187.0240626,0.475670421,-0.082371135,35.17124147,,
Page_0009_1_3,Page_0009_1_3_4_out,0009,1,3,4,out,0,,224.1985727,224.1985727,0.568904805,-0.03589965,50.32334151,,
Page_0009_1_4,Page_0009_1_4_1_in,0009,1,4,1,in,0,,208.0600875,208.0600875,0.435029684,0.018101393,30.08156091,,
Page_0009_1_4,Page_0009_1_4_2_out,0009,1,4,2,out,0,,227.0022026,227.0022026,0.441994954,0.047201942,29.91073724,,
Page_0009_1_4,Page_0009_1_4_3_in,0009,1,4,3,in,0,,211,211,0.511848341,0.133280958,20.33352095,,
Page_0009_1_4,Page_0009_1_4_4_out,0009,1,4,4,out,0,,233.0343322,233.0343322,0.403811804,-0.074639293,38.93244491,,
Page_0009_1_5,Page_0009_1_5_1_in,0009,1,5,1,in,0,,201.0895323,201.0895323,0.376882558,-0.072256168,34.23061928,,
Page_0009_1_5,Page_0009_1_5_2_out,0009,1,5,2,out,0,,232.4220299,232.4220299,0.582969271,0.030145095,25.15578064,,
Page_0009_1_5,Page_0009_1_5_3_in,0009,1,5,3,in,0,,211.4000946,211.4000946,0.617833967,0.072246436,19.08391881,,
Page_0009_1_5,Page_0009_1_5_4_out,0009,1,5,4,out,0,,251.0318705,251.0318705,0.49780218,-0.02220549,35.13316922,,
Page_0009_1_6,Page_0009_1_6_1_in,0009,1,6,1,in,0,,224.7509733,224.7509733,0.56054877,-0.002859325,32.40483901,,
Page_0009_1_6,Page_0009_1_6_2_out,0009,1,6,2,out,0,,200.4220547,200.4220547,0.432423013,-0.020349166,41.10179431,,
Page_0009_1_6,Page_0009_1_6_3_in,0009,1,6,3,in,0,,190.2629759,190.2629759,0.447513812,-0.16154682,48.99821784,,
Page_0009_1_6,Page_0009_1_6_4_out,0009,1,6,4,out,0,,183.3248483,183.3248483,0.573970483,0.006906298,35.63847518,,
Page_0009_1_7,Page_0009_1_7_1_in,0009,1,7,1,in,0,,246.1300469,246.1300469,0.433938594,0.011472752,34.80989631,,
Page_0009_1_7,Page_0009_1_7_2_out,0009,1,7,2,out,0,,196.0102038,196.0102038,0.481728267,0.075400645,28.43176311,,
