Piece,Side,page,row,column,side number,In_Out,Matched,Matched_side,Width,Height,symetry,m,c,head_flatness,
Page_0004_1_4,Page_0004_1_4_1_in,0004,1,4,1,in,0,,206.9033591,206.9033591,0.601789343,-0.020648258,37.35880668,,
Page_0004_1_4,Page_0004_1_4_2_out,0004,1,4,2,out,0,,237.7414562,237.7414562,0.560428867,-0.038678743,33.48228854,,
Page_0004_1_4,Page_0004_1_4_3_in,0004,1,4,3,in,0,,201.0223868,201.0223868,0.50623608,-0.074878465,44.23881093,,
Page_0004_1_4,Page_0004_1_4_4_out,0004,1,4,4,out,0,,200.631503,200.631503,0.443320995,-0.184664285,64.23282498,,
Page_0004_1_5,Page_0004_1_5_1_in,0004,1,5,1,in,0,,194.0927613,194.0927613,0.498194946,-0.023190181,41.08642335,,
Page_0004_1_5,Page_0004_1_5_2_out,0004,1,5,2,out,0,,195.9234544,195.9234544,0.609258584,0.077948931,20.54365907,,
Page_0004_1_5,Page_0004_1_5_3_in,0004,1,5,3,in,0,,193.0388562,193.0388562,0.519106913,-0.002831766,39.48491749,,
Page_0004_1_5,Page_0004_1_5_4_out,0004,1,5,4,out,0,,208.8659857,208.8659857,0.389524355,-0.233420805,61.77205794,,
Page_0004_1_6,Page_0004_1_6_1_in,0004,1,6,1,in,0,,217.0184324,217.0184324,0.621695649,0.054300539,25.5066499,,
Page_0004_1_6,Page_0004_1_6_2_out,0004,1,6,2,out,0,,231.7002374,231.7002374,0.596926516,0.012039589,25.94602521,,
Page_0004_1_6,Page_0004_1_6_3_in,0004,1,6,3,in,0,,194.0644223,194.0644223,0.413743661,-0.07966519,44.06357355,,
Page_0004_1_6,Page_0004_1_6_4_out,0004,1,6,4,out,0,,207.8845834,207.8845834,0.440022214,-0.162105039,63.05477474,,
Page_0004_1_7,Page_0004_1_7_1_in,0004,1,7,1,in,0,,259.5149321,259.5149321,0.611302489,0.035999749,30.27646815,,
Page_0004_1_7,Page_0004_1_7_2_out,0004,1,7,2,out,0,,219.5130976,219.5130976,0.53530071,0.016230825,28.5809611,,
Page_0004_1_7,Page_0004_1_7_3_in,0004,1,7,3,in,0,,261.1991577,261.1991577,0.518944668,-0.077597241,55.31763527,,
Page_0004_1_7,Page_0004_1_7_4_out,0004,1,7,4,out,0,,217.331544,217.331544,0.419939449,-0.164918533,50.0689687,,
Page_0004_2_1,Page_0004_2_1_1_in,0004,2,1,1,in,0,,208.0865205,208.0865205,0.601062356,0.08832828,20.31945592,,
Page_0004_2_1,Page_0004_2_1_2_out,0004,2,1,2,out,0,,237.0084387,237.0084387,0.403307639,-0.079799382,44.37890258,,
Page_0004_2_1,Page_0004_2_1_3_in,0004,2,1,3,in,0,,204.002451,204.002451,0.413412788,-0.000883041,32.95861269,,
Page_0004_2_1,Page_0004_2_1_4_out,0004,2,1,4,out,0,,230.0021739,230.0021739,0.546416892,-0.003545721,34.33320358,,
Page_0004_2_2,Page_0004_2_2_1_in,0004,2,2,1,in,0,,225.743217,225.743217,0.504395604,-0.030462986,46.40618924,,
Page_0004_2_2,Page_0004_2_2_2_out,0004,2,2,2,out,0,,240.8754865,240.8754865,0.532824322,-0.056863796,39.35684417,,
Page_0004_2_2,Page_0004_2_2_3_in,0004,2,2,3,in,0,,279.1451235,279.1451235,0.484176484,0.037302445,26.32099188,,
Page_0004_2_2,Page_0004_2_2_4_out,0004,2,2,4,out,0,,202.4277649,202.4277649,0.4181126,0.022760878,27.11601238,,
Page_0004_2_3,Page_0004_2_3_1_in,0004,2,3,1,in,0,,177.476759,177.476759,0.403549432,-0.199805313,54.97162125,,
Page_0004_2_3,Page_0004_2_3_2_out,0004,2,3,2,out,0,,219.6588264,219.6588264,0.613678756,-0.036533428,39.36774268,,
Page_0004_2_3,Page_0004_2_3_3_in,0004,2,3,3,in,0,,225.2820454,225.2820454,0.534363178,-0.028485044,36.81625164,,
Page_0004_2_3,Page_0004_2_3_4_out,0004,2,3,4,out,0,,228.0087718,228.0087718,0.419481419,-0.074230467,44.48589448,,
Page_0004_2_4,Page_0004_2_4_1_in,0004,2,4,1,in,0,,206.1552813,206.1552813,0.361411765,-0.09233089,43.56592208,,
Page_0004_2_4,Page_0004_2_4_2_out,0004,2,4,2,out,0,,183.2211778,183.2211778,0.483824844,-0.081906703,36.7758517,,
Page_0004_2_4,Page_0004_2_4_3_in,0004,2,4,3,in,0,,211.7663807,211.7663807,0.599286431,0.097172807,23.63757584,,
Page_0004_2_4,Page_0004_2_4_4_out,0004,2,4,4,out,0,,207.0869383,207.0869383,0.552360965,0.101837691,18.81501499,,
Page_0004_2_5,Page_0004_2_5_1_in,0004,2,5,1,in,0,,258.9362856,258.9362856,0.502416179,-0.036121852,37.96577528,,
Page_0004_2_5,Page_0004_2_5_2_out,0004,2,5,2,out,0,,200.9975124,200.9975124,0.474752475,0.077776696,22.37382782,,
Page_0004_2_5,Page_0004_2_5_3_in,0004,2,5,3,in,0,,211.8584433,211.8584433,0.445726762,-0.145429176,58.42370164,,
Page_0004_2_5,Page_0004_2_5_4_out,0004,2,5,4,out,0,,205.7790077,205.7790077,0.608855827,0.058224362,26.90029019,,
Page_0004_2_6,Page_0004_2_6_1_in,0004,2,6,1,in,0,,239.0522955,239.0522955,0.558044308,0.00255087,36.40337799,,
Page_0004_2_6,Page_0004_2_6_2_out,0004,2,6,2,out,0,,193.0932417,193.0932417,0.435081132,-0.012545423,29.54700746,,
Page_0004_2_6,Page_0004_2_6_3_in,0004,2,6,3,in,0,,197.6486782,197.6486782,0.497836938,-0.016254345,41.28622834,,
Page_0004_2_6,Page_0004_2_6_4_out,0004,2,6,4,out,0,,205.5431828,205.5431828,0.537161522,-0.035955621,43.81585759,,
Page_0004_2_7,Page_0004_2_7_1_in,0004,2,7,1,in,0,,215.8379021,215.8379021,0.549843301,-0.015185374,34.0616348,,
Page_0004_2_7,Page_0004_2_7_2_out,0004,2,7,2,out,0,,210.6869716,210.6869716,0.430849985,-0.009784002,37.10771817,,
Page_0004_2_7,Page_0004_2_7_3_in,0004,2,7,3,in,0,,204.0612653,204.0612653,0.427847554,-0.116600678,40.66998498,,
Page_0004_2_7,Page_0004_2_7_4_out,0004,2,7,4,out,0,,195.0410213,195.0410213,0.475828711,0.030056014,35.12241216,,
Page_0004_3_2,Page_0004_3_2_1_in,0004,3,2,1,in,0,,185.0972717,185.0972717,0.374740959,-0.066840574,39.02658901,,
Page_0004_3_2,Page_0004_3_2_2_out,0004,3,2,2,out,0,,214.5250568,214.5250568,0.560396341,0.078614527,20.88349279,,
Page_0004_3_2,Page_0004_3_2_3_in,0004,3,2,3,in,0,,216.5202069,216.5202069,0.569911051,0.056650757,23.9329045,,
Page_0004_3_2,Page_0004_3_2_4_out,0004,3,2,4,out,0,,235.5440511,235.5440511,0.368180098,-0.067883191,42.75020989,,
Page_0004_3_3,Page_0004_3_3_1_in,0004,3,3,1,in,0,,221.2261287,221.2261287,0.481600294,-0.075155111,45.91485018,,
Page_0004_3_3,Page_0004_3_3_2_out,0004,3,3,2,out,0,,230.0543414,230.0543414,0.541539915,-0.052772005,44.54238101,,
Page_0004_3_3,Page_0004_3_3_3_in,0004,3,3,3,in,0,,293.0836058,293.0836058,0.599024424,0.0370324,27.16104979,,
Page_0004_3_3,Page_0004_3_3_4_out,0004,3,3,4,out,0,,219.665655,219.665655,0.427144426,0.037524167,28.67348016,,
Page_0004_3_4,Page_0004_3_4_1_in,0004,3,4,1,in,0,,197.4639208,197.4639208,0.522260977,-0.01644171,35.15989171,,
Page_0004_3_4,Page_0004_3_4_2_out,0004,3,4,2,out,0,,203.5534328,203.5534328,0.512308732,0.024403079,33.27141979,,
Page_0004_3_4,Page_0004_3_4_3_in,0004,3,4,3,in,0,,230.1760196,230.1760196,0.413544478,-0.104927591,39.17424689,,
Page_0004_3_4,Page_0004_3_4_4_out,0004,3,4,4,out,0,,188.0664776,188.0664776,0.444400464,-0.024498515,46.43661247,,
Page_0004_3_5,Page_0004_3_5_1_in,0004,3,5,1,in,0,,228.6000875,228.6000875,0.553561177,-0.019690848,49.95276721,,
Page_0004_3_5,Page_0004_3_5_2_out,0004,3,5,2,out,0,,229.9608662,229.9608662,0.461574827,-0.120208938,46.82956822,,
Page_0004_3_5,Page_0004_3_5_3_in,0004,3,5,3,in,0,,237.0759372,237.0759372,0.592367227,0.05707072,28.57526103,,
Page_0004_3_5,Page_0004_3_5_4_out,0004,3,5,4,out,0,,208.2906623,208.2906623,0.610833237,0.090059581,17.35138133,,
Page_0004_3_6,Page_0004_3_6_1_in,0004,3,6,1,in,0,,200.7211997,200.7211997,0.401598451,-0.173265669,52.16679511,,
Page_0004_3_6,Page_0004_3_6_2_out,0004,3,6,2,out,0,,209.0574084,209.0574084,0.565587461,-0.104611196,56.64295314,,
Page_0004_3_6,Page_0004_3_6_3_in,0004,3,6,3,in,0,,226.861191,226.861191,0.499125636,-0.031568628,38.65968266,,
Page_0004_3_6,Page_0004_3_6_4_out,0004,3,6,4,out,0,,220.081803,220.081803,0.432818565,0.075387052,30.43823835,,
Page_0004_3_7,Page_0004_3_7_1_in,0004,3,7,1,in,0,,205.2949098,205.2949098,0.517297015,-0.05609735,37.7349067,,
Page_0004_3_7,Page_0004_3_7_2_out,0004,3,7,2,out,0,,235.0021276,235.0021276,0.406964111,-0.119914314,55.52277122,,
Page_0004_3_7,Page_0004_3_7_3_in,0004,3,7,3,in,0,,198.3633031,198.3633031,0.55032022,0.079863231,21.51476093,,
Page_0004_3_7,Page_0004_3_7_4_out,0004,3,7,4,out,0,,236.1355543,236.1355543,0.545408895,0.016116255,25.61655717,,
Page_0004_4_1,Page_0004_4_1_1_in,0004,4,1,1,in,0,,239.8353602,239.8353602,0.588202569,0.027869588,29.68905521,,
Page_0004_4_1,Page_0004_4_1_2_out,0004,4,1,2,out,0,,207.2800039,207.2800039,0.552868614,0.053633,19.27865965,,
Page_0004_4_1,Page_0004_4_1_3_in,0004,4,1,3,in,0,,226.9911893,226.9911893,0.54294032,-0.04158744,50.03925139,,
Page_0004_4_1,Page_0004_4_1_4_out,0004,4,1,4,out,0,,221.6235547,221.6235547,0.454465867,-0.14593859,55.34328657,,
Page_0004_4_2,Page_0004_4_2_1_in,0004,4,2,1,in,0,,218.5863674,218.5863674,0.611887819,0.049733108,23.0730904,,
Page_0004_4_2,Page_0004_4_2_2_out,0004,4,2,2,out,0,,228.054818,228.054818,0.529639101,0.009356472,25.08441874,,
Page_0004_4_2,Page_0004_4_2_3_in,0004,4,2,3,in,0,,198.4943324,198.4943324,0.448730964,-0.010750833,38.43126545,,
Page_0004_4_2,Page_0004_4_2_4_out,0004,4,2,4,out,0,,201.5564437,201.5564437,0.517538462,-0.090041331,45.37822087,,
Page_0004_4_3,Page_0004_4_3_1_in,0004,4,3,1,in,0,,192.0937271,192.0937271,0.652520325,0.084681019,34.13411469,,
Page_0004_4_3,Page_0004_4_3_2_out,0004,4,3,2,out,0,,221.0271477,221.0271477,0.608826479,0.008381322,37.63292328,,
Page_0004_4_3,Page_0004_4_3_3_in,0004,4,3,3,in,0,,235.6883536,235.6883536,0.491944049,-0.015815696,36.29775058,,
Page_0004_4_3,Page_0004_4_3_4_out,0004,4,3,4,out,0,,192.0234361,192.0234361,0.45277032,-0.025869943,30.83867943,,
Page_0004_4_4,Page_0004_4_4_1_in,0004,4,4,1,in,0,,185.0108105,185.0108105,0.361272605,-0.129144377,43.20166933,,
Page_0004_4_4,Page_0004_4_4_2_out,0004,4,4,2,out,0,,216.8340379,216.8340379,0.562987855,-0.008534783,34.90814726,,
Page_0004_4_4,Page_0004_4_4_3_in,0004,4,4,3,in,0,,213.8457388,213.8457388,0.605532473,0.092798015,18.54676485,,
Page_0004_4_4,Page_0004_4_4_4_out,0004,4,4,4,out,0,,238.1701073,238.1701073,0.395610401,-0.050935185,42.05629389,,
Page_0004_4_5,Page_0004_4_5_1_in,0004,4,5,1,in,0,,214.5530237,214.5530237,0.516086286,-0.055571989,43.82752039,,
Page_0004_4_5,Page_0004_4_5_2_out,0004,4,5,2,out,0,,243.5261793,243.5261793,0.397116601,-0.213449759,62.35667804,,
Page_0004_4_5,Page_0004_4_5_3_in,0004,4,5,3,in,0,,188.17545,188.17545,0.476080203,-0.086496147,45.58635798,,
Page_0004_4_5,Page_0004_4_5_4_out,0004,4,5,4,out,0,,233.8033362,233.8033362,0.58846773,0.004630145,46.12477178,,
Page_0004_4_6,Page_0004_4_6_1_in,0004,4,6,1,in,0,,201.434853,201.434853,0.561711356,-0.03049732,34.58925141,,
Page_0004_4_6,Page_0004_4_6_2_out,0004,4,6,2,out,0,,224.0825741,224.0825741,0.472865593,-0.100212279,46.114709,,
Page_0004_4_6,Page_0004_4_6_3_in,0004,4,6,3,in,0,,193.5071058,193.5071058,0.458779543,-0.121707662,48.27993219,,
Page_0004_4_6,Page_0004_4_6_4_out,0004,4,6,4,out,0,,214.1121202,214.1121202,0.554532763,-0.014232163,32.7799156,,
Page_0004_4_7,Page_0004_4_7_1_in,0004,4,7,1,in,0,,225.4994457,225.4994457,0.540117994,0.010236036,26.42672764,,
Page_0004_4_7,Page_0004_4_7_2_out,0004,4,7,2,out,0,,234.6167087,234.6167087,0.60316105,0.11348435,21.66287122,,
Page_0004_4_7,Page_0004_4_7_3_in,0004,4,7,3,in,0,,210.0214275,210.0214275,0.456913555,-0.100690309,40.11286233,,
Page_0004_4_7,Page_0004_4_7_4_out,0004,4,7,4,out,0,,223,223,0.430493274,-0.059586018,41.47911684,,
Page_0004_5_1,Page_0004_5_1_1_in,0004,5,1,1,in,0,,203.1994094,203.1994094,0.59612497,0.097937735,20.11857165,,
Page_0004_5_1,Page_0004_5_1_2_out,0004,5,1,2,out,0,,230.0543414,230.0543414,0.49398205,0.076620726,30.46672316,,
Page_0004_5_1,Page_0004_5_1_3_in,0004,5,1,3,in,0,,223.1882613,223.1882613,0.283741192,-0.071159637,40.03094233,,
Page_0004_5_1,Page_0004_5_1_4_out,0004,5,1,4,out,0,,199.8424379,199.8424379,0.479455142,0.194863734,39.43290326,,
Page_0004_5_2,Page_0004_5_2_1_in,0004,5,2,1,in,0,,194.257561,194.257561,0.51256095,-0.054034612,40.98421637,,
Page_0004_5_2,Page_0004_5_2_2_out,0004,5,2,2,out,0,,204.0245083,204.0245083,0.497093163,-0.055991644,44.15742348,,
Page_0004_5_2,Page_0004_5_2_3_in,0004,5,2,3,in,0,,239.0334705,239.0334705,0.563767786,0.017092683,32.15485366,,
Page_0004_5_2,Page_0004_5_2_4_out,0004,5,2,4,out,0,,195.2075818,195.2075818,0.451267517,0.042753209,26.66453028,,
Page_0004_5_3,Page_0004_5_3_1_in,0004,5,3,1,in,0,,211.0592334,211.0592334,0.438333408,-0.082421496,43.25638847,,
Page_0004_5_3,Page_0004_5_3_2_out,0004,5,3,2,out,0,,189.3198352,189.3198352,0.354137604,-0.185374978,45.67217769,,
Page_0004_5_3,Page_0004_5_3_3_in,0004,5,3,3,in,0,,215.4553318,215.4553318,0.643609573,0.111345365,19.36723456,,
Page_0004_5_3,Page_0004_5_3_4_out,0004,5,3,4,out,0,,209.117192,209.117192,0.598810885,0.071590477,17.64836101,,
Page_0004_5_4,Page_0004_5_4_1_in,0004,5,4,1,in,0,,216.0231469,216.0231469,0.470578151,-0.170640976,59.0721736,,
Page_0004_5_4,Page_0004_5_4_2_out,0004,5,4,2,out,0,,197.0177657,197.0177657,0.609439406,0.034173997,27.70455927,,
Page_0004_5_4,Page_0004_5_4_3_in,0004,5,4,3,in,0,,252.9070976,252.9070976,0.539883056,-0.055535625,50.65678922,,
Page_0004_5_4,Page_0004_5_4_4_out,0004,5,4,4,out,0,,207.4728898,207.4728898,0.511325357,0.091203838,20.69424479,,
Page_0004_5_5,Page_0004_5_5_1_in,0004,5,5,1,in,0,,205.0097559,205.0097559,0.508101549,0.024190506,34.06815007,,
Page_0004_5_5,Page_0004_5_5_2_out,0004,5,5,2,out,0,,216.8432614,216.8432614,0.465728079,-0.132078123,53.99328558,,
Page_0004_5_5,Page_0004_5_5_3_in,0004,5,5,3,in,0,,221.144749,221.144749,0.514385032,0.016601603,29.478659,,
Page_0004_5_5,Page_0004_5_5_4_out,0004,5,5,4,out,0,,221.6528818,221.6528818,0.614532872,0.055175532,20.88942287,,
Page_0004_5_6,Page_0004_5_6_1_in,0004,5,6,1,in,0,,228.3703133,228.3703133,0.564109447,0.004103796,32.21840871,,
Page_0004_5_6,Page_0004_5_6_2_out,0004,5,6,2,out,0,,214.2381852,214.2381852,0.575101312,-0.014214194,29.94351855,,
Page_0004_5_6,Page_0004_5_6_3_in,0004,5,6,3,in,0,,216.0370339,216.0370339,0.492972232,0.031702597,33.24919913,,
Page_0004_5_6,Page_0004_5_6_4_out,0004,5,6,4,out,0,,206.9806754,206.9806754,0.447165099,-0.204570485,60.72792308,,
Page_0004_5_7,Page_0004_5_7_1_in,0004,5,7,1,in,0,,273.3587387,273.3587387,0.611147541,-0.006345917,33.86900584,,
Page_0004_5_7,Page_0004_5_7_2_out,0004,5,7,2,out,0,,207.8701518,207.8701518,0.433626475,0.020350286,29.41463578,,
Page_0004_5_7,Page_0004_5_7_3_in,0004,5,7,3,in,0,,228.6000875,228.6000875,0.491503693,-0.121645205,60.73201373,,
Page_0004_5_7,Page_0004_5_7_4_out,0004,5,7,4,out,0,,221.4158983,221.4158983,0.504538501,-0.068814491,38.68943171,,
Page_0005_1_1,Page_0005_1_1_1_in,0005,1,1,1,in,0,,199.1230775,199.1230775,0.449911728,-0.113390907,40.29096027,,
Page_0005_1_1,Page_0005_1_1_2_out,0005,1,1,2,out,0,,195.3688819,195.3688819,0.59388509,0.047016495,26.92436008,,
Page_0005_1_1,Page_0005_1_1_3_in,0005,1,1,3,in,0,,226.7178864,226.7178864,0.598937764,0.007018355,31.56360978,,
Page_0005_1_1,Page_0005_1_1_4_out,0005,1,1,4,out,0,,223.3786024,223.3786024,0.432782877,-0.029766034,38.99873531,,
Page_0005_1_2,Page_0005_1_2_1_in,0005,1,2,1,in,0,,207.4078108,207.4078108,0.511669534,0.031990404,24.83223514,,
Page_0005_1_2,Page_0005_1_2_2_out,0005,1,2,2,out,0,,206.2934803,206.2934803,0.486359471,-0.07280906,41.37075327,,
Page_0005_1_2,Page_0005_1_2_3_in,0005,1,2,3,in,0,,203.8872237,203.8872237,0.632427231,0.072282115,20.52352027,,
Page_0005_1_2,Page_0005_1_2_4_out,0005,1,2,4,out,0,,241.5988411,241.5988411,0.538992633,-0.068433111,44.87952295,,
Page_0005_1_3,Page_0005_1_3_1_in,0005,1,3,1,in,0,,248.2438317,248.2438317,0.544957404,0.14405718,21.05252987,,
Page_0005_1_3,Page_0005_1_3_2_out,0005,1,3,2,out,0,,209,209,0.559808612,0.142463746,14.30062506,,
Page_0005_1_3,Page_0005_1_3_3_in,0005,1,3,3,in,0,,243.0740628,243.0740628,0.468951511,-0.005584877,39.28182198,,
Page_0005_1_3,Page_0005_1_3_4_out,0005,1,3,4,out,0,,226.0353955,226.0353955,0.401158694,-0.146749869,47.324009,,
Page_0005_1_4,Page_0005_1_4_1_in,0005,1,4,1,in,0,,243.0082303,243.0082303,0.458791255,-0.018869978,35.77876593,,
Page_0005_1_4,Page_0005_1_4_2_out,0005,1,4,2,out,0,,201.0397971,201.0397971,0.454115842,-0.037642274,29.94537302,,
Page_0005_1_4,Page_0005_1_4_3_in,0005,1,4,3,in,0,,189.1692364,189.1692364,0.54589912,0.019720398,39.95897924,,
Page_0005_1_4,Page_0005_1_4_4_out,0005,1,4,4,out,0,,217.3131381,217.3131381,0.613848597,0.003266987,44.18983689,,
Page_0005_1_5,Page_0005_1_5_1_in,0005,1,5,1,in,0,,248.0181445,248.0181445,0.60954595,0.122453016,17.17344326,,
Page_0005_1_5,Page_0005_1_5_2_out,0005,1,5,2,out,0,,215.0209292,215.0209292,0.591858805,0.080628597,19.42314987,,
Page_0005_1_5,Page_0005_1_5_3_in,0005,1,5,3,in,0,,223.5732542,223.5732542,0.497009103,-0.046421456,44.65034806,,
Page_0005_1_5,Page_0005_1_5_4_out,0005,1,5,4,out,0,,229.8368987,229.8368987,0.454311406,-0.149734443,52.21214174,,
Page_0005_1_6,Page_0005_1_6_1_in,0005,1,6,1,in,0,,223.0089684,223.0089684,0.575895281,0.076002859,22.37128049,,
Page_0005_1_6,Page_0005_1_6_2_out,0005,1,6,2,out,0,,218.323155,218.323155,0.576250918,0.0067149,25.67949249,,
Page_0005_1_6,Page_0005_1_6_3_in,0005,1,6,3,in,0,,225.3197728,225.3197728,0.529043314,0.101813549,25.40348282,,
Page_0005_1_6,Page_0005_1_6_4_out,0005,1,6,4,out,0,,204.2988008,204.2988008,0.47009919,-0.130922695,49.04005087,,
Page_0005_1_7,Page_0005_1_7_1_in,0005,1,7,1,in,0,,204.1984329,204.1984329,0.377581121,-0.130637432,40.45706326,,
Page_0005_1_7,Page_0005_1_7_2_out,0005,1,7,2,out,0,,235.3592998,235.3592998,0.568780012,0.013919675,38.29101066,,
Page_0005_1_7,Page_0005_1_7_3_in,0005,1,7,3,in,0,,215.5945268,215.5945268,0.577074504,0.061238325,20.42157279,,
Page_0005_1_7,Page_0005_1_7_4_out,0005,1,7,4,out,0,,243.0082303,243.0082303,0.487443483,-0.094779489,46.19649344,,
Page_0005_2_1,Page_0005_2_1_1_in,0005,2,1,1,in,0,,216.6887168,216.6887168,0.58710653,0.043030285,30.05742066,,
Page_0005_2_1,Page_0005_2_1_2_out,0005,2,1,2,out,0,,236.5417511,236.5417511,0.501429797,-0.005272777,27.73248288,,
Page_0005_2_1,Page_0005_2_1_3_in,0005,2,1,3,in,0,,200.6389793,200.6389793,0.418720191,-0.040426083,41.87630127,,
Page_0005_2_1,Page_0005_2_1_4_out,0005,2,1,4,out,0,,196.6214637,196.6214637,0.483911019,-0.100727992,52.94046429,,
Page_0005_2_3,Page_0005_2_3_1_in,0005,2,3,1,in,0,,239.0188277,239.0188277,0.58582181,0.022746554,32.41880653,,
Page_0005_2_3,Page_0005_2_3_2_out,0005,2,3,2,out,0,,214.1331362,214.1331362,0.418118771,-0.139571505,45.75625444,,
Page_0005_2_3,Page_0005_2_3_3_in,0005,2,3,3,in,0,,253.0019763,253.0019763,0.506842681,0.028984264,26.75940069,,
Page_0005_2_3,Page_0005_2_3_4_out,0005,2,3,4,out,0,,207.0603777,207.0603777,0.582147689,0.080885292,19.34265575,,
Page_0005_2_4,Page_0005_2_4_1_in,0005,2,4,1,in,0,,224.5707016,224.5707016,0.492385787,-0.080404414,44.23199211,,
Page_0005_2_4,Page_0005_2_4_2_out,0005,2,4,2,out,0,,193.1450232,193.1450232,0.501487736,0.030308383,29.65734503,,
Page_0005_2_4,Page_0005_2_4_3_in,0005,2,4,3,in,0,,275.960142,275.960142,0.503689892,-0.070246967,48.63159631,,
Page_0005_2_4,Page_0005_2_4_4_out,0005,2,4,4,out,0,,200.2598312,200.2598312,0.511071215,0.074328823,26.59348722,,
Page_0005_2_5,Page_0005_2_5_1_in,0005,2,5,1,in,0,,250.4495957,250.4495957,0.636747708,-0.005158531,34.23641469,,
Page_0005_2_5,Page_0005_2_5_2_out,0005,2,5,2,out,0,,211.6837263,211.6837263,0.549988842,0.179941882,15.12032207,,
Page_0005_2_5,Page_0005_2_5_3_in,0005,2,5,3,in,0,,233.3623791,233.3623791,0.455360094,-0.115026259,50.95801511,,
Page_0005_2_5,Page_0005_2_5_4_out,0005,2,5,4,out,0,,207.0024154,207.0024154,0.388098016,-0.091254799,36.83227158,,
Page_0005_2_6,Page_0005_2_6_1_in,0005,2,6,1,in,0,,197.4968354,197.4968354,0.596564543,0.010718467,30.78742746,,
Page_0005_2_6,Page_0005_2_6_2_out,0005,2,6,2,out,0,,258.11819,258.11819,0.534484053,-0.094464306,51.8706573,,
Page_0005_2_6,Page_0005_2_6_3_in,0005,2,6,3,in,0,,191.261601,191.261601,0.591181214,-0.005383107,29.92445139,,
Page_0005_2_6,Page_0005_2_6_4_out,0005,2,6,4,out,0,,229.1069619,229.1069619,0.473690227,-0.144301697,61.45316445,,
Page_0005_2_7,Page_0005_2_7_1_in,0005,2,7,1,in,0,,236.1355543,236.1355543,0.561477762,-0.061396236,45.7294435,,
Page_0005_2_7,Page_0005_2_7_2_out,0005,2,7,2,out,0,,201.0621794,201.0621794,0.384505022,-0.107082767,39.20935481,,
Page_0005_2_7,Page_0005_2_7_3_in,0005,2,7,3,in,0,,258.8532403,258.8532403,0.452205059,-0.076428537,45.54954954,,
Page_0005_2_7,Page_0005_2_7_4_out,0005,2,7,4,out,0,,216.8340379,216.8340379,0.590531085,0.192910522,8.316307078,,
Page_0005_3_1,Page_0005_3_1_1_in,0005,3,1,1,in,0,,203.3838735,203.3838735,0.587090535,-0.06723809,39.82018632,,
Page_0005_3_1,Page_0005_3_1_2_out,0005,3,1,2,out,0,,248.07257,248.07257,0.503899903,-0.128637804,54.05618585,,
Page_0005_3_1,Page_0005_3_1_3_in,0005,3,1,3,in,0,,202.0890893,202.0890893,0.396082272,-0.083548409,37.43550832,,
Page_0005_3_1,Page_0005_3_1_4_out,0005,3,1,4,out,0,,199.9699977,199.9699977,0.457387216,-0.088522723,49.94693499,,
Page_0005_3_2,Page_0005_3_2_1_in,0005,3,2,1,in,0,,218.3300254,218.3300254,0.605101955,0.054853431,26.71436278,,
Page_0005_3_2,Page_0005_3_2_2_out,0005,3,2,2,out,0,,206.4097866,206.4097866,0.559206666,0.112531957,17.08184281,,
Page_0005_3_2,Page_0005_3_2_3_in,0005,3,2,3,in,0,,203.3543705,203.3543705,0.477522792,-0.105682789,45.91357355,,
Page_0005_3_2,Page_0005_3_2_4_out,0005,3,2,4,out,0,,206.7704041,206.7704041,0.379262759,-0.233036453,63.42015968,,
Page_0005_3_3,Page_0005_3_3_1_in,0005,3,3,1,in,0,,241.9132076,241.9132076,0.579713612,-0.035173334,42.82451183,,
Page_0005_3_3,Page_0005_3_3_2_out,0005,3,3,2,out,0,,209.267771,209.267771,0.582239171,0.028833652,28.52572476,,
Page_0005_3_3,Page_0005_3_3_3_in,0005,3,3,3,in,0,,296.0608046,296.0608046,0.462054488,-0.058989855,47.21709085,,
Page_0005_3_3,Page_0005_3_3_4_out,0005,3,3,4,out,0,,195.634864,195.634864,0.461082225,0.021272945,32.94993919,,
Page_0005_3_4,Page_0005_3_4_1_in,0005,3,4,1,in,0,,217.8302091,217.8302091,0.432244468,0.024556931,26.40519517,,
Page_0005_3_4,Page_0005_3_4_2_out,0005,3,4,2,out,0,,247.0991704,247.0991704,0.628353369,0.071620656,26.17391281,,
Page_0005_3_4,Page_0005_3_4_3_in,0005,3,4,3,in,0,,187.1309702,187.1309702,0.573305157,0.188295545,12.79211363,,
Page_0005_3_4,Page_0005_3_4_4_out,0005,3,4,4,out,0,,262.2136533,262.2136533,0.547268602,-0.068012023,51.48474769,,
Page_0005_3_5,Page_0005_3_5_1_in,0005,3,5,1,in,0,,238.6482768,238.6482768,0.536214071,-0.109929101,50.48075122,,
Page_0005_3_5,Page_0005_3_5_2_out,0005,3,5,2,out,0,,205.2437575,205.2437575,0.430860534,-0.110640058,45.36107692,,
Page_0005_3_5,Page_0005_3_5_3_in,0005,3,5,3,in,0,,253.2370431,253.2370431,0.559715573,-0.055597365,44.0733718,,
Page_0005_3_5,Page_0005_3_5_4_out,0005,3,5,4,out,0,,203.039405,203.039405,0.586682838,0.181627256,10.69743678,,
Page_0005_3_6,Page_0005_3_6_1_in,0005,3,6,1,in,0,,250.049995,250.049995,0.441343463,0.01373403,32.29695557,,
Page_0005_3_6,Page_0005_3_6_2_out,0005,3,6,2,out,0,,217.3660507,217.3660507,0.581357941,0.268512189,10.68430031,,
