side1,similarity1,side2,similarity2,side3,similarity3,side4,similarity4
Page_0001_5_7,0.16621311008930206,Page_0001_5_7,0.29144400358200073,Page_0001_5_7,0.19251158833503723,Page_0001_5_7,0.313787043094635
Page_0001_5_6,0.19622039794921875,Page_0001_5_6,0.21629966795444489,Page_0001_5_6,0.17912474274635315,Page_0001_5_6,0.27842217683792114
Page_0001_5_5,0.2104935497045517,Page_0001_5_5,0.24546346068382263,Page_0001_5_5,0.1618947833776474,Page_0001_5_5,0.29944705963134766
Page_0001_5_4,0.2376699000597,Page_0001_5_4,0.2046142816543579,Page_0001_5_4,0.1989884227514267,Page_0001_5_4,0.28603431582450867
Page_0001_5_3,0.25508564710617065,Page_0001_5_3,0.20439353585243225,Page_0001_5_3,0.15681160986423492,Page_0001_5_3,0.26727864146232605
Page_0001_5_2,0.32297685742378235,Page_0001_5_2,0.17321562767028809,Page_0001_5_2,0.240980327129364,Page_0001_5_2,0.2824254035949707
Page_0001_5_1,0.15427745878696442,Page_0001_5_1,0.2167901247739792,Page_0001_5_1,0.14234109222888947,Page_0001_5_1,0.2785857021808624
Page_0001_4_7,0.2008320540189743,Page_0001_4_7,0.20893068611621857,Page_0001_4_7,0.14694641530513763,Page_0001_4_7,0.32806116342544556
Page_0001_4_6,0.13254064321517944,Page_0001_4_6,0.26582345366477966,Page_0001_4_6,0.15776009857654572,Page_0001_4_6,0.2943525016307831
Page_0001_4_5,0.14677338302135468,Page_0001_4_5,0.24870629608631134,Page_0001_4_5,0.1708841621875763,Page_0001_4_5,0.40793606638908386
Page_0001_4_4,0.1842939406633377,Page_0001_4_4,0.1879412829875946,Page_0001_4_4,0.17471221089363098,Page_0001_4_4,0.2767844796180725
Page_0001_4_3,0.20389854907989502,Page_0001_4_3,0.23021762073040009,Page_0001_4_3,0.1813400238752365,Page_0001_4_3,0.2367413341999054
Page_0001_4_2,0.12258290499448776,Page_0001_4_2,0.2265520691871643,Page_0001_4_2,0.14492301642894745,Page_0001_4_2,0.2783493101596832
Page_0001_4_1,0.22869077324867249,Page_0001_4_1,0.20371419191360474,Page_0001_4_1,0.1696932315826416,Page_0001_4_1,0.22707413136959076
Page_0001_3_7,0.19536398351192474,Page_0001_3_7,0.18076637387275696,Page_0001_3_7,0.22949859499931335,Page_0001_3_7,0.23329809308052063
Page_0001_3_6,0.14371758699417114,Page_0001_3_6,0.1830044388771057,Page_0001_3_6,0.1616046130657196,Page_0001_3_6,0.2853032350540161
Page_0001_3_5,0.2049967497587204,Page_0001_3_5,0.22896353900432587,Page_0001_3_5,0.18707045912742615,Page_0001_3_5,0.2861807346343994
Page_0001_3_4,0.1351015567779541,Page_0001_3_4,0.20584671199321747,Page_0001_3_4,0.17124904692173004,Page_0001_3_4,0.2727476954460144
Page_0001_3_3,0.199848935008049,Page_0001_3_3,0.22071661055088043,Page_0001_3_3,0.18209339678287506,Page_0001_3_3,0.2785777449607849
Page_0001_3_2,0.16056086122989655,Page_0001_3_2,0.27361947298049927,Page_0001_3_2,0.14835886657238007,Page_0001_3_2,0.30501583218574524
Page_0001_3_1,0.1654476821422577,Page_0001_3_1,0.19484618306159973,Page_0001_3_1,0.15261417627334595,Page_0001_3_1,0.2786642014980316
Page_0001_2_7,0.1747821718454361,Page_0001_2_7,0.18074382841587067,Page_0001_2_7,0.1886885166168213,Page_0001_2_7,0.3045103847980499
Page_0001_2_6,0.20063558220863342,Page_0001_2_6,0.22147659957408905,Page_0001_2_6,0.14477695524692535,Page_0001_2_6,0.32162344455718994
Page_0001_2_5,0.1635599285364151,Page_0001_2_5,0.18977202475070953,Page_0001_2_5,0.1330602616071701,Page_0001_2_5,0.26408976316452026
Page_0001_2_4,0.1452406495809555,Page_0001_2_4,0.18643344938755035,Page_0001_2_4,0.12742173671722412,Page_0001_2_4,0.3148057162761688
Page_0001_2_3,0.1930193156003952,Page_0001_2_3,0.19002890586853027,Page_0001_2_3,0.18228645622730255,Page_0001_2_3,0.23041681945323944
Page_0001_2_2,0.18138109147548676,Page_0001_2_2,0.1877545267343521,Page_0001_2_2,0.17965687811374664,Page_0001_2_2,0.24818341434001923
Page_0001_2_1,0.13432954251766205,Page_0001_2_1,0.244648739695549,Page_0001_2_1,0.12299653142690659,Page_0001_2_1,0.24041947722434998
Page_0001_1_6,0.13153785467147827,Page_0001_1_6,0.24242620170116425,Page_0001_1_6,0.12771502137184143,Page_0001_1_6,0.25444936752319336
Page_0001_1_5,0.16964824497699738,Page_0001_1_5,0.17553387582302094,Page_0001_1_5,0.25986990332603455,Page_0001_1_5,0.421394020318985
Page_0001_1_4,0.1217518299818039,Page_0001_1_4,0.22670571506023407,Page_0001_1_4,0.1866939812898636,Page_0001_1_4,0.25719958543777466
Page_0001_1_3,0.18474803864955902,Page_0001_1_3,0.2357395589351654,Page_0001_1_3,0.19254662096500397,Page_0001_1_3,0.31715837121009827
Page_0001_1_2,0.18166762590408325,Page_0001_1_2,0.3069362938404083,Page_0001_1_2,0.1911921203136444,Page_0001_1_2,0.3205571174621582
Page_0001_1_1,0.1371677815914154,Page_0001_1_1,0.24922767281532288,Page_0001_1_1,0.14172378182411194,Page_0001_1_1,0.3135119080543518
