side1,similarity1,side2,similarity2,side3,similarity3,side4,similarity4
Page_0001_5_7,0.1941753774881363,Page_0001_5_7,0.19628560543060303,Page_0001_5_7,0.17464058101177216,Page_0001_5_7,0.21991515159606934
Page_0001_5_6,0.14941827952861786,Page_0001_5_6,0.23649705946445465,Page_0001_5_6,0.193795308470726,Page_0001_5_6,0.3663725256919861
Page_0001_5_5,0.1379547119140625,Page_0001_5_5,0.20463739335536957,Page_0001_5_5,0.1302049309015274,Page_0001_5_5,0.20449116826057434
Page_0001_5_4,0.22240504622459412,Page_0001_5_4,0.19560326635837555,Page_0001_5_4,0.16755715012550354,Page_0001_5_4,0.25598418712615967
Page_0001_5_3,0.16532379388809204,Page_0001_5_3,0.2641477584838867,Page_0001_5_3,0.16776227951049805,Page_0001_5_3,0.2348538339138031
Page_0001_5_2,0.15803200006484985,Page_0001_5_2,0.1845182627439499,Page_0001_5_2,0.17168188095092773,Page_0001_5_2,0.2618482708930969
Page_0001_5_1,0.17359811067581177,Page_0001_5_1,0.22138452529907227,Page_0001_5_1,0.21050678193569183,Page_0001_5_1,0.3223007023334503
Page_0001_4_7,0.19835469126701355,Page_0001_4_7,0.18195834755897522,Page_0001_4_7,0.12359590083360672,Page_0001_4_7,0.23087415099143982
Page_0001_4_6,0.1456293761730194,Page_0001_4_6,0.25087475776672363,Page_0001_4_6,0.12835319340229034,Page_0001_4_6,0.2542852461338043
Page_0001_4_5,0.17831382155418396,Page_0001_4_5,0.27012163400650024,Page_0001_4_5,0.131038635969162,Page_0001_4_5,0.2111523598432541
Page_0001_4_4,0.19959577918052673,Page_0001_4_4,0.2519700825214386,Page_0001_4_4,0.14747700095176697,Page_0001_4_4,0.21601107716560364
Page_0001_4_3,0.2076113075017929,Page_0001_4_3,0.18977783620357513,Page_0001_4_3,0.14935104548931122,Page_0001_4_3,0.23096677660942078
Page_0001_4_2,0.17953459918498993,Page_0001_4_2,0.21921749413013458,Page_0001_4_2,0.169385626912117,Page_0001_4_2,0.29199153184890747
Page_0001_4_1,0.20080000162124634,Page_0001_4_1,0.21151287853717804,Page_0001_4_1,0.11190491914749146,Page_0001_4_1,0.20776322484016418
Page_0001_3_7,0.26687026023864746,Page_0001_3_7,0.19007804989814758,Page_0001_3_7,0.16292279958724976,Page_0001_3_7,0.22392605245113373
Page_0001_3_6,0.17208921909332275,Page_0001_3_6,0.24301494657993317,Page_0001_3_6,0.15642552077770233,Page_0001_3_6,0.23013994097709656
Page_0001_3_5,0.17557209730148315,Page_0001_3_5,0.21927990019321442,Page_0001_3_5,0.13639259338378906,Page_0001_3_5,0.2780134379863739
Page_0001_3_4,0.19022442400455475,Page_0001_3_4,0.22206515073776245,Page_0001_3_4,0.15773575007915497,Page_0001_3_4,0.21498209238052368
Page_0001_3_3,0.23457655310630798,Page_0001_3_3,0.2396841198205948,Page_0001_3_3,0.13555394113063812,Page_0001_3_3,0.32539528608322144
Page_0001_3_2,0.15492528676986694,Page_0001_3_2,0.2394256889820099,Page_0001_3_2,0.18719637393951416,Page_0001_3_2,0.26994308829307556
Page_0001_3_1,0.17672833800315857,Page_0001_3_1,0.19396306574344635,Page_0001_3_1,0.1786290407180786,Page_0001_3_1,0.37131455540657043
Page_0001_2_7,0.17761096358299255,Page_0001_2_7,0.17143447697162628,Page_0001_2_7,0.17782343924045563,Page_0001_2_7,0.2557452917098999
Page_0001_2_6,0.20235112309455872,Page_0001_2_6,0.1700449436903,Page_0001_2_6,0.12832987308502197,Page_0001_2_6,0.21739161014556885
Page_0001_2_5,0.17065079510211945,Page_0001_2_5,0.24997369945049286,Page_0001_2_5,0.13982418179512024,Page_0001_2_5,0.28137779235839844
Page_0001_2_4,0.16166263818740845,Page_0001_2_4,0.23027530312538147,Page_0001_2_4,0.1545408070087433,Page_0001_2_4,0.22343887388706207
Page_0001_2_3,0.13788744807243347,Page_0001_2_3,0.21827448904514313,Page_0001_2_3,0.15765027701854706,Page_0001_2_3,0.2219047099351883
Page_0001_2_2,0.20203495025634766,Page_0001_2_2,0.19527187943458557,Page_0001_2_2,0.16576477885246277,Page_0001_2_2,0.23504243791103363
Page_0001_2_1,0.18054459989070892,Page_0001_2_1,0.2001209408044815,Page_0001_2_1,0.1319812834262848,Page_0001_2_1,0.2003806233406067
Page_0001_1_7,0.17376042902469635,Page_0001_1_7,0.2297588735818863,Page_0001_1_7,0.14706529676914215,Page_0001_1_7,0.2499305009841919
Page_0001_1_6,0.17544084787368774,Page_0001_1_6,0.23491321504116058,Page_0001_1_6,0.19821055233478546,Page_0001_1_6,0.31105881929397583
Page_0001_1_5,0.19939768314361572,Page_0001_1_5,0.19297772645950317,Page_0001_1_5,0.1657036989927292,Page_0001_1_5,0.2124992311000824
Page_0001_1_4,0.18912671506404877,Page_0001_1_4,0.2035985291004181,Page_0001_1_4,0.177109956741333,Page_0001_1_4,0.2530613839626312
Page_0001_1_3,0.19269214570522308,Page_0001_1_3,0.2052878737449646,Page_0001_1_3,0.11668425053358078,Page_0001_1_3,0.20427864789962769
Page_0001_1_2,0.18496501445770264,Page_0001_1_2,0.21432004868984222,Page_0001_1_2,0.14517556130886078,Page_0001_1_2,0.21922922134399414
