side1,similarity1,side2,similarity2,side3,similarity3,side4,similarity4
Page_0001_5_7,0.23834195733070374,Page_0001_5_7,0.17604002356529236,Page_0001_5_7,0.12612198293209076,Page_0001_5_7,0.23961344361305237
Page_0001_5_6,0.19799871742725372,Page_0001_5_6,0.23502056300640106,Page_0001_5_6,0.17347727715969086,Page_0001_5_6,0.29546481370925903
Page_0001_5_5,0.19896866381168365,Page_0001_5_5,0.31654244661331177,Page_0001_5_5,0.16155368089675903,Page_0001_5_5,0.26332566142082214
Page_0001_5_4,0.1724167764186859,Page_0001_5_4,0.21075209975242615,Page_0001_5_4,0.1444714367389679,Page_0001_5_4,0.30663758516311646
Page_0001_5_3,0.23105108737945557,Page_0001_5_3,0.24897398054599762,Page_0001_5_3,0.1803460270166397,Page_0001_5_3,0.26372942328453064
Page_0001_5_2,0.24984578788280487,Page_0001_5_2,0.22097918391227722,Page_0001_5_2,0.16381202638149261,Page_0001_5_2,0.21838659048080444
Page_0001_5_1,0.16849173605442047,Page_0001_5_1,0.2297290712594986,Page_0001_5_1,0.15586361289024353,Page_0001_5_1,0.2528107464313507
Page_0001_4_7,0.15462660789489746,Page_0001_4_7,0.26381057500839233,Page_0001_4_7,0.14594009518623352,Page_0001_4_7,0.22086071968078613
Page_0001_4_6,0.14928054809570312,Page_0001_4_6,0.2748178243637085,Page_0001_4_6,0.13210242986679077,Page_0001_4_6,0.2508794963359833
Page_0001_4_5,0.18660758435726166,Page_0001_4_5,0.22159776091575623,Page_0001_4_5,0.15290194749832153,Page_0001_4_5,0.23290571570396423
Page_0001_4_4,0.16649551689624786,Page_0001_4_4,0.21090556681156158,Page_0001_4_4,0.1646643728017807,Page_0001_4_4,0.2842859625816345
Page_0001_4_3,0.16849784553050995,Page_0001_4_3,0.18924571573734283,Page_0001_4_3,0.1458495706319809,Page_0001_4_3,0.28802230954170227
Page_0001_4_2,0.1405724436044693,Page_0001_4_2,0.37050533294677734,Page_0001_4_2,0.1481972634792328,Page_0001_4_2,0.25379616022109985
Page_0001_4_1,0.15801817178726196,Page_0001_4_1,0.28765928745269775,Page_0001_4_1,0.1534838229417801,Page_0001_4_1,0.24692223966121674
Page_0001_3_7,0.18514563143253326,Page_0001_3_7,0.19348661601543427,Page_0001_3_7,0.1497516632080078,Page_0001_3_7,0.21476294100284576
Page_0001_3_6,0.1506248265504837,Page_0001_3_6,0.20840494334697723,Page_0001_3_6,0.14582888782024384,Page_0001_3_6,0.2615099549293518
Page_0001_3_4,0.1636054664850235,Page_0001_3_4,0.2426440715789795,Page_0001_3_4,0.12823046743869781,Page_0001_3_4,0.2159862369298935
Page_0001_3_3,0.2069864571094513,Page_0001_3_3,0.25055259466171265,Page_0001_3_3,0.16139520704746246,Page_0001_3_3,0.20962244272232056
Page_0001_3_2,0.17589370906352997,Page_0001_3_2,0.3163922429084778,Page_0001_3_2,0.16560766100883484,Page_0001_3_2,0.25272995233535767
Page_0001_3_1,0.15564937889575958,Page_0001_3_1,0.2167363166809082,Page_0001_3_1,0.16992038488388062,Page_0001_3_1,0.28700584173202515
Page_0001_2_7,0.16640308499336243,Page_0001_2_7,0.1967516839504242,Page_0001_2_7,0.13836455345153809,Page_0001_2_7,0.19991435110569
Page_0001_2_6,0.21676400303840637,Page_0001_2_6,0.22066043317317963,Page_0001_2_6,0.13756409287452698,Page_0001_2_6,0.2878771722316742
Page_0001_2_5,0.1668335646390915,Page_0001_2_5,0.20854857563972473,Page_0001_2_5,0.14525003731250763,Page_0001_2_5,0.1824088990688324
Page_0001_2_4,0.18469758331775665,Page_0001_2_4,0.23672471940517426,Page_0001_2_4,0.14601847529411316,Page_0001_2_4,0.2316395789384842
Page_0001_2_3,0.1696244180202484,Page_0001_2_3,0.18187259137630463,Page_0001_2_3,0.14034220576286316,Page_0001_2_3,0.2349427193403244
Page_0001_2_2,0.20772282779216766,Page_0001_2_2,0.1946273297071457,Page_0001_2_2,0.18677100539207458,Page_0001_2_2,0.19071418046951294
Page_0001_2_1,0.16856318712234497,Page_0001_2_1,0.25558868050575256,Page_0001_2_1,0.12392202764749527,Page_0001_2_1,0.23776359856128693
Page_0001_1_7,0.20275479555130005,Page_0001_1_7,0.22920216619968414,Page_0001_1_7,0.15397757291793823,Page_0001_1_7,0.23841460049152374
Page_0001_1_6,0.16184872388839722,Page_0001_1_6,0.21736106276512146,Page_0001_1_6,0.13333183526992798,Page_0001_1_6,0.2203744798898697
Page_0001_1_5,0.19194328784942627,Page_0001_1_5,0.24580620229244232,Page_0001_1_5,0.15393634140491486,Page_0001_1_5,0.22048242390155792
Page_0001_1_4,0.14055979251861572,Page_0001_1_4,0.20912109315395355,Page_0001_1_4,0.1572713404893875,Page_0001_1_4,0.19469965994358063
Page_0001_1_3,0.14532285928726196,Page_0001_1_3,0.211625874042511,Page_0001_1_3,0.1419510841369629,Page_0001_1_3,0.24300524592399597
Page_0001_1_2,0.1815294325351715,Page_0001_1_2,0.27784204483032227,Page_0001_1_2,0.19684462249279022,Page_0001_1_2,0.30634939670562744
Page_0001_1_1,0.1452852189540863,Page_0001_1_1,0.23124061524868011,Page_0001_1_1,0.15451760590076447,Page_0001_1_1,0.20949967205524445
