side1,similarity1,side2,similarity2,side3,similarity3,side4,similarity4
Page_0001_5_7,0.250827431678772,Page_0001_5_7,0.2515564262866974,Page_0001_5_7,0.26026245951652527,Page_0001_5_7,0.1882438063621521
Page_0001_5_6,0.36155107617378235,Page_0001_5_6,0.20326918363571167,Page_0001_5_6,0.24914668500423431,Page_0001_5_6,0.1901453286409378
Page_0001_5_5,0.26739683747291565,Page_0001_5_5,0.1770821362733841,Page_0001_5_5,0.30453401803970337,Page_0001_5_5,0.16410794854164124
Page_0001_5_4,0.2637825906276703,Page_0001_5_4,0.2165340632200241,Page_0001_5_4,0.2078649252653122,Page_0001_5_4,0.22201742231845856
Page_0001_5_3,0.31854167580604553,Page_0001_5_3,0.18514379858970642,Page_0001_5_3,0.2398315817117691,Page_0001_5_3,0.198855459690094
Page_0001_5_2,0.2568642497062683,Page_0001_5_2,0.1827973574399948,Page_0001_5_2,0.27236759662628174,Page_0001_5_2,0.16749906539916992
Page_0001_5_1,0.25913846492767334,Page_0001_5_1,0.21704117953777313,Page_0001_5_1,0.22040818631649017,Page_0001_5_1,0.24532710015773773
Page_0001_4_7,0.2699013352394104,Page_0001_4_7,0.2461835891008377,Page_0001_4_7,0.28459545969963074,Page_0001_4_7,0.18199877440929413
Page_0001_4_6,0.2334912270307541,Page_0001_4_6,0.19456589221954346,Page_0001_4_6,0.1904173195362091,Page_0001_4_6,0.23273593187332153
Page_0001_4_5,0.27738767862319946,Page_0001_4_5,0.20686541497707367,Page_0001_4_5,0.2158837765455246,Page_0001_4_5,0.1984149068593979
Page_0001_4_4,0.21246208250522614,Page_0001_4_4,0.18303993344306946,Page_0001_4_4,0.23390023410320282,Page_0001_4_4,0.2161528617143631
Page_0001_4_3,0.25610679388046265,Page_0001_4_3,0.19589544832706451,Page_0001_4_3,0.22773538529872894,Page_0001_4_3,0.1801948994398117
Page_0001_4_2,0.23133191466331482,Page_0001_4_2,0.16396738588809967,Page_0001_4_2,0.28503942489624023,Page_0001_4_2,0.22155173122882843
Page_0001_4_1,0.22547587752342224,Page_0001_4_1,0.17322048544883728,Page_0001_4_1,0.2165767401456833,Page_0001_4_1,0.16040915250778198
Page_0001_3_7,0.21160459518432617,Page_0001_3_7,0.2048044055700302,Page_0001_3_7,0.3187086284160614,Page_0001_3_7,0.20795214176177979
Page_0001_3_6,0.2832481861114502,Page_0001_3_6,0.2576930820941925,Page_0001_3_6,0.3334481418132782,Page_0001_3_6,0.22105011343955994
Page_0001_3_5,0.2471764087677002,Page_0001_3_5,0.18631508946418762,Page_0001_3_5,0.3470124304294586,Page_0001_3_5,0.17378880083560944
Page_0001_3_4,0.2546980381011963,Page_0001_3_4,0.1729593425989151,Page_0001_3_4,0.2306433767080307,Page_0001_3_4,0.20446011424064636
Page_0001_3_3,0.22926785051822662,Page_0001_3_3,0.19913826882839203,Page_0001_3_3,0.23552188277244568,Page_0001_3_3,0.17713959515094757
Page_0001_3_2,0.2819471061229706,Page_0001_3_2,0.17765465378761292,Page_0001_3_2,0.24295452237129211,Page_0001_3_2,0.24133732914924622
Page_0001_3_1,0.29062092304229736,Page_0001_3_1,0.18265190720558167,Page_0001_3_1,0.2747323215007782,Page_0001_3_1,0.1843777745962143
Page_0001_2_7,0.24347324669361115,Page_0001_2_7,0.20886078476905823,Page_0001_2_7,0.23858894407749176,Page_0001_2_7,0.19290748238563538
Page_0001_2_5,0.2017982304096222,Page_0001_2_5,0.21365052461624146,Page_0001_2_5,0.2283976972103119,Page_0001_2_5,0.23870974779129028
Page_0001_2_4,0.27043572068214417,Page_0001_2_4,0.232639878988266,Page_0001_2_4,0.29859134554862976,Page_0001_2_4,0.20780637860298157
Page_0001_2_3,0.2875826060771942,Page_0001_2_3,0.18553930521011353,Page_0001_2_3,0.22109830379486084,Page_0001_2_3,0.1572549045085907
Page_0001_2_2,0.29217439889907837,Page_0001_2_2,0.1877986639738083,Page_0001_2_2,0.272398442029953,Page_0001_2_2,0.17758800089359283
Page_0001_2_1,0.224101722240448,Page_0001_2_1,0.2313772290945053,Page_0001_2_1,0.24480073153972626,Page_0001_2_1,0.17174650728702545
Page_0001_1_7,0.29732733964920044,Page_0001_1_7,0.2443353533744812,Page_0001_1_7,0.26121509075164795,Page_0001_1_7,0.19188828766345978
Page_0001_1_6,0.21783849596977234,Page_0001_1_6,0.14329050481319427,Page_0001_1_6,0.20075076818466187,Page_0001_1_6,0.17314645648002625
Page_0001_1_5,0.2268473505973816,Page_0001_1_5,0.19627387821674347,Page_0001_1_5,0.22380408644676208,Page_0001_1_5,0.20517604053020477
Page_0001_1_4,0.20812098681926727,Page_0001_1_4,0.19322454929351807,Page_0001_1_4,0.20184201002120972,Page_0001_1_4,0.2010558843612671
Page_0001_1_3,0.25544336438179016,Page_0001_1_3,0.22382628917694092,Page_0001_1_3,0.2651083767414093,Page_0001_1_3,0.26870402693748474
Page_0001_1_2,0.29124605655670166,Page_0001_1_2,0.21621808409690857,Page_0001_1_2,0.3211451470851898,Page_0001_1_2,0.23371660709381104
Page_0001_1_1,0.20652583241462708,Page_0001_1_1,0.21138709783554077,Page_0001_1_1,0.2097838819026947,Page_0001_1_1,0.20013092458248138
