side1,similarity1,side2,similarity2,side3,similarity3,side4,similarity4
Page_0001_5_7,0.2564028203487396,Page_0001_5_7,0.2118569314479828,Page_0001_5_7,0.1659058779478073,Page_0001_5_7,0.23741526901721954
Page_0001_5_6,0.1775425374507904,Page_0001_5_6,0.21740669012069702,Page_0001_5_6,0.29011964797973633,Page_0001_5_6,0.1984202116727829
Page_0001_5_5,0.16121219098567963,Page_0001_5_5,0.18193835020065308,Page_0001_5_5,0.1709713637828827,Page_0001_5_5,0.2596609592437744
Page_0001_5_4,0.20170363783836365,Page_0001_5_4,0.19173039495944977,Page_0001_5_4,0.1840914487838745,Page_0001_5_4,0.21770943701267242
Page_0001_5_3,0.2478475719690323,Page_0001_5_3,0.21800105273723602,Page_0001_5_3,0.25136449933052063,Page_0001_5_3,0.23867268860340118
Page_0001_5_2,0.3232641816139221,Page_0001_5_2,0.3137417733669281,Page_0001_5_2,0.16930259764194489,Page_0001_5_2,0.21817661821842194
Page_0001_5_1,0.17438118159770966,Page_0001_5_1,0.2133907675743103,Page_0001_5_1,0.2976539433002472,Page_0001_5_1,0.23035840690135956
Page_0001_4_7,0.21429812908172607,Page_0001_4_7,0.20455051958560944,Page_0001_4_7,0.19722940027713776,Page_0001_4_7,0.1826907992362976
Page_0001_4_6,0.15388062596321106,Page_0001_4_6,0.2003387212753296,Page_0001_4_6,0.18805839121341705,Page_0001_4_6,0.2420491874217987
Page_0001_4_5,0.24285241961479187,Page_0001_4_5,0.20930102467536926,Page_0001_4_5,0.170920729637146,Page_0001_4_5,0.24888603389263153
Page_0001_4_4,0.20292310416698456,Page_0001_4_4,0.2209407091140747,Page_0001_4_4,0.21281632781028748,Page_0001_4_4,0.1813308447599411
Page_0001_4_3,0.18213512003421783,Page_0001_4_3,0.30813851952552795,Page_0001_4_3,0.18317800760269165,Page_0001_4_3,0.1882193237543106
Page_0001_4_2,0.17936666309833527,Page_0001_4_2,0.1960328370332718,Page_0001_4_2,0.26684868335723877,Page_0001_4_2,0.2057458460330963
Page_0001_4_1,0.20008942484855652,Page_0001_4_1,0.22664190828800201,Page_0001_4_1,0.20210324227809906,Page_0001_4_1,0.1865060180425644
Page_0001_3_7,0.2170477658510208,Page_0001_3_7,0.2033068984746933,Page_0001_3_7,0.18856318295001984,Page_0001_3_7,0.18661971390247345
Page_0001_3_6,0.2171417772769928,Page_0001_3_6,0.16746826469898224,Page_0001_3_6,0.22956034541130066,Page_0001_3_6,0.2512940764427185
Page_0001_3_5,0.24452641606330872,Page_0001_3_5,0.20426584780216217,Page_0001_3_5,0.1861281543970108,Page_0001_3_5,0.20560228824615479
Page_0001_3_4,0.20811665058135986,Page_0001_3_4,0.20536889135837555,Page_0001_3_4,0.21577922999858856,Page_0001_3_4,0.22728213667869568
Page_0001_3_3,0.21168795228004456,Page_0001_3_3,0.2439669668674469,Page_0001_3_3,0.21550680696964264,Page_0001_3_3,0.16645663976669312
Page_0001_3_2,0.2103954255580902,Page_0001_3_2,0.2561262845993042,Page_0001_3_2,0.2550978362560272,Page_0001_3_2,0.22550873458385468
Page_0001_3_1,0.20994047820568085,Page_0001_3_1,0.17784307897090912,Page_0001_3_1,0.27965429425239563,Page_0001_3_1,0.23012979328632355
Page_0001_2_7,0.2413817197084427,Page_0001_2_7,0.2020561248064041,Page_0001_2_7,0.17483365535736084,Page_0001_2_7,0.22706107795238495
Page_0001_2_6,0.19566361606121063,Page_0001_2_6,0.19684892892837524,Page_0001_2_6,0.19273856282234192,Page_0001_2_6,0.18703247606754303
Page_0001_2_5,0.2155086100101471,Page_0001_2_5,0.1764424443244934,Page_0001_2_5,0.20704980194568634,Page_0001_2_5,0.2138342410326004
Page_0001_2_4,0.22178854048252106,Page_0001_2_4,0.1695445328950882,Page_0001_2_4,0.19670623540878296,Page_0001_2_4,0.306636244058609
Page_0001_2_2,0.3095809519290924,Page_0001_2_2,0.20879730582237244,Page_0001_2_2,0.18259242177009583,Page_0001_2_2,0.21171723306179047
Page_0001_2_1,0.2275487631559372,Page_0001_2_1,0.21234142780303955,Page_0001_2_1,0.2297074943780899,Page_0001_2_1,0.176106795668602
Page_0001_1_7,0.30423781275749207,Page_0001_1_7,0.25090277194976807,Page_0001_1_7,0.17962759733200073,Page_0001_1_7,0.18301106989383698
Page_0001_1_6,0.17725732922554016,Page_0001_1_6,0.19582809507846832,Page_0001_1_6,0.21730375289916992,Page_0001_1_6,0.18302227556705475
Page_0001_1_5,0.20315635204315186,Page_0001_1_5,0.20035472512245178,Page_0001_1_5,0.17716597020626068,Page_0001_1_5,0.22427918016910553
Page_0001_1_4,0.18653687834739685,Page_0001_1_4,0.1597379893064499,Page_0001_1_4,0.19544343650341034,Page_0001_1_4,0.20780503749847412
Page_0001_1_3,0.2157023400068283,Page_0001_1_3,0.18862779438495636,Page_0001_1_3,0.2315954566001892,Page_0001_1_3,0.22221331298351288
Page_0001_1_2,0.27443692088127136,Page_0001_1_2,0.21525952219963074,Page_0001_1_2,0.27861738204956055,Page_0001_1_2,0.21064330637454987
Page_0001_1_1,0.19919456541538239,Page_0001_1_1,0.18324071168899536,Page_0001_1_1,0.16864734888076782,Page_0001_1_1,0.19248516857624054
