side1,similarity1,side2,similarity2,side3,similarity3,side4,similarity4
Page_0001_5_7,0.16436517238616943,Page_0001_5_7,0.22727888822555542,Page_0001_5_7,0.20954221487045288,Page_0001_5_7,0.18224388360977173
Page_0001_5_6,0.17550411820411682,Page_0001_5_6,0.2171752154827118,Page_0001_5_6,0.20023509860038757,Page_0001_5_6,0.18402507901191711
Page_0001_5_5,0.18870733678340912,Page_0001_5_5,0.21847814321517944,Page_0001_5_5,0.24714916944503784,Page_0001_5_5,0.1454959362745285
Page_0001_5_4,0.15769177675247192,Page_0001_5_4,0.22692987322807312,Page_0001_5_4,0.19990834593772888,Page_0001_5_4,0.16885876655578613
Page_0001_5_3,0.1893269568681717,Page_0001_5_3,0.2624221742153168,Page_0001_5_3,0.23184806108474731,Page_0001_5_3,0.18865039944648743
Page_0001_5_2,0.18397042155265808,Page_0001_5_2,0.23622249066829681,Page_0001_5_2,0.16890883445739746,Page_0001_5_2,0.19652551412582397
Page_0001_5_1,0.20096513628959656,Page_0001_5_1,0.21860933303833008,Page_0001_5_1,0.3260463774204254,Page_0001_5_1,0.2282879799604416
Page_0001_4_7,0.17522339522838593,Page_0001_4_7,0.19232074916362762,Page_0001_4_7,0.20438607037067413,Page_0001_4_7,0.14246150851249695
Page_0001_4_6,0.20137296617031097,Page_0001_4_6,0.26604312658309937,Page_0001_4_6,0.25338995456695557,Page_0001_4_6,0.20607638359069824
Page_0001_4_5,0.18051858246326447,Page_0001_4_5,0.20656609535217285,Page_0001_4_5,0.2015075981616974,Page_0001_4_5,0.1661803126335144
Page_0001_4_4,0.20834964513778687,Page_0001_4_4,0.23238247632980347,Page_0001_4_4,0.17153635621070862,Page_0001_4_4,0.1535051465034485
Page_0001_4_3,0.17711888253688812,Page_0001_4_3,0.191678985953331,Page_0001_4_3,0.21649889647960663,Page_0001_4_3,0.1804010570049286
Page_0001_4_2,0.2128000557422638,Page_0001_4_2,0.26825451850891113,Page_0001_4_2,0.23205982148647308,Page_0001_4_2,0.22883610427379608
Page_0001_4_1,0.2371765822172165,Page_0001_4_1,0.1897459477186203,Page_0001_4_1,0.22352711856365204,Page_0001_4_1,0.2302190363407135
Page_0001_3_7,0.189103364944458,Page_0001_3_7,0.23531559109687805,Page_0001_3_7,0.20386084914207458,Page_0001_3_7,0.16938728094100952
Page_0001_3_6,0.2960387170314789,Page_0001_3_6,0.25685232877731323,Page_0001_3_6,0.23275336623191833,Page_0001_3_6,0.15936613082885742
Page_0001_3_5,0.1869572103023529,Page_0001_3_5,0.19375580549240112,Page_0001_3_5,0.18034985661506653,Page_0001_3_5,0.18213124573230743
Page_0001_3_4,0.2436753660440445,Page_0001_3_4,0.2488182783126831,Page_0001_3_4,0.23688705265522003,Page_0001_3_4,0.23480196297168732
Page_0001_3_3,0.17428959906101227,Page_0001_3_3,0.18380379676818848,Page_0001_3_3,0.22787773609161377,Page_0001_3_3,0.18034185469150543
Page_0001_3_2,0.1679707169532776,Page_0001_3_2,0.22682052850723267,Page_0001_3_2,0.25392305850982666,Page_0001_3_2,0.21077165007591248
Page_0001_3_1,0.16871404647827148,Page_0001_3_1,0.243858203291893,Page_0001_3_1,0.21091683208942413,Page_0001_3_1,0.19331084191799164
Page_0001_2_7,0.2427014857530594,Page_0001_2_7,0.2429063469171524,Page_0001_2_7,0.22910495102405548,Page_0001_2_7,0.20885643362998962
Page_0001_2_6,0.15739472210407257,Page_0001_2_6,0.24363161623477936,Page_0001_2_6,0.24014276266098022,Page_0001_2_6,0.1603502333164215
Page_0001_2_4,0.16058172285556793,Page_0001_2_4,0.23639671504497528,Page_0001_2_4,0.23544616997241974,Page_0001_2_4,0.23081524670124054
Page_0001_2_3,0.1533127725124359,Page_0001_2_3,0.2547145187854767,Page_0001_2_3,0.20674392580986023,Page_0001_2_3,0.17772436141967773
Page_0001_2_2,0.20455606281757355,Page_0001_2_2,0.18414998054504395,Page_0001_2_2,0.18495072424411774,Page_0001_2_2,0.14977876842021942
Page_0001_2_1,0.1841026097536087,Page_0001_2_1,0.24945518374443054,Page_0001_2_1,0.22971318662166595,Page_0001_2_1,0.20502401888370514
Page_0001_1_7,0.18069398403167725,Page_0001_1_7,0.25232356786727905,Page_0001_1_7,0.22149933874607086,Page_0001_1_7,0.1536320447921753
Page_0001_1_6,0.3499094545841217,Page_0001_1_6,0.27388739585876465,Page_0001_1_6,0.22416716814041138,Page_0001_1_6,0.276925653219223
Page_0001_1_5,0.1904536783695221,Page_0001_1_5,0.2504618167877197,Page_0001_1_5,0.21096481382846832,Page_0001_1_5,0.18233422935009003
Page_0001_1_4,0.2035045176744461,Page_0001_1_4,0.21643202006816864,Page_0001_1_4,0.22592288255691528,Page_0001_1_4,0.2114238291978836
Page_0001_1_3,0.17121630907058716,Page_0001_1_3,0.17571210861206055,Page_0001_1_3,0.17309510707855225,Page_0001_1_3,0.1746840476989746
Page_0001_1_2,0.20124073326587677,Page_0001_1_2,0.2703225910663605,Page_0001_1_2,0.250303715467453,Page_0001_1_2,0.13890454173088074
Page_0001_1_1,0.23849716782569885,Page_0001_1_1,0.22449146211147308,Page_0001_1_1,0.18774457275867462,Page_0001_1_1,0.1796417385339737
