side1,similarity1,side2,similarity2,side3,similarity3,side4,similarity4
Page_0001_5_7,0.1985442191362381,Page_0001_5_7,0.18447233736515045,Page_0001_5_7,0.18128997087478638,Page_0001_5_7,0.2121940702199936
Page_0001_5_6,0.21283607184886932,Page_0001_5_6,0.25382915139198303,Page_0001_5_6,0.20208586752414703,Page_0001_5_6,0.209256112575531
Page_0001_5_5,0.16758181154727936,Page_0001_5_5,0.20650598406791687,Page_0001_5_5,0.17468950152397156,Page_0001_5_5,0.21471494436264038
Page_0001_5_4,0.28869086503982544,Page_0001_5_4,0.2068740427494049,Page_0001_5_4,0.18142764270305634,Page_0001_5_4,0.2862071990966797
Page_0001_5_3,0.1831037551164627,Page_0001_5_3,0.19979307055473328,Page_0001_5_3,0.19579117000102997,Page_0001_5_3,0.2577880918979645
Page_0001_5_2,0.14269369840621948,Page_0001_5_2,0.22985847294330597,Page_0001_5_2,0.1837363988161087,Page_0001_5_2,0.22569820284843445
Page_0001_5_1,0.16337287425994873,Page_0001_5_1,0.20161522924900055,Page_0001_5_1,0.22852514684200287,Page_0001_5_1,0.2704020142555237
Page_0001_4_7,0.179059699177742,Page_0001_4_7,0.17170166969299316,Page_0001_4_7,0.19111883640289307,Page_0001_4_7,0.1777408868074417
Page_0001_4_5,0.2245054543018341,Page_0001_4_5,0.18104231357574463,Page_0001_4_5,0.28343677520751953,Page_0001_4_5,0.21934311091899872
Page_0001_4_4,0.21709728240966797,Page_0001_4_4,0.1710398942232132,Page_0001_4_4,0.16653946042060852,Page_0001_4_4,0.20852194726467133
Page_0001_4_3,0.18347389996051788,Page_0001_4_3,0.17053675651550293,Page_0001_4_3,0.27838578820228577,Page_0001_4_3,0.21928651630878448
Page_0001_4_2,0.1537446230649948,Page_0001_4_2,0.1706172376871109,Page_0001_4_2,0.18771393597126007,Page_0001_4_2,0.20873643457889557
Page_0001_4_1,0.17511476576328278,Page_0001_4_1,0.1800125539302826,Page_0001_4_1,0.23309758305549622,Page_0001_4_1,0.23845174908638
Page_0001_3_7,0.23984791338443756,Page_0001_3_7,0.19607718288898468,Page_0001_3_7,0.25326812267303467,Page_0001_3_7,0.29032987356185913
Page_0001_3_6,0.17428264021873474,Page_0001_3_6,0.1889794021844864,Page_0001_3_6,0.2232813537120819,Page_0001_3_6,0.21900011599063873
Page_0001_3_5,0.17668206989765167,Page_0001_3_5,0.19966885447502136,Page_0001_3_5,0.18760792911052704,Page_0001_3_5,0.2319982498884201
Page_0001_3_4,0.179191455245018,Page_0001_3_4,0.28771647810935974,Page_0001_3_4,0.2079770565032959,Page_0001_3_4,0.3101113438606262
Page_0001_3_3,0.22463345527648926,Page_0001_3_3,0.1753440499305725,Page_0001_3_3,0.19499485194683075,Page_0001_3_3,0.20805123448371887
Page_0001_3_2,0.14814339578151703,Page_0001_3_2,0.17045247554779053,Page_0001_3_2,0.1899862438440323,Page_0001_3_2,0.20686770975589752
Page_0001_3_1,0.15942859649658203,Page_0001_3_1,0.2086138278245926,Page_0001_3_1,0.20021620392799377,Page_0001_3_1,0.24271337687969208
Page_0001_2_7,0.234832763671875,Page_0001_2_7,0.17302203178405762,Page_0001_2_7,0.19635875523090363,Page_0001_2_7,0.23194782435894012
Page_0001_2_6,0.1689998060464859,Page_0001_2_6,0.17155402898788452,Page_0001_2_6,0.1822430044412613,Page_0001_2_6,0.21802322566509247
Page_0001_2_5,0.16660191118717194,Page_0001_2_5,0.18319553136825562,Page_0001_2_5,0.19830389320850372,Page_0001_2_5,0.23891420662403107
Page_0001_2_4,0.1370753049850464,Page_0001_2_4,0.16800248622894287,Page_0001_2_4,0.2105390429496765,Page_0001_2_4,0.2526499629020691
Page_0001_2_3,0.18008503317832947,Page_0001_2_3,0.15467725694179535,Page_0001_2_3,0.18556664884090424,Page_0001_2_3,0.15525825321674347
Page_0001_2_2,0.2297629415988922,Page_0001_2_2,0.1831275224685669,Page_0001_2_2,0.14106784760951996,Page_0001_2_2,0.1932751089334488
Page_0001_2_1,0.18281632661819458,Page_0001_2_1,0.16898790001869202,Page_0001_2_1,0.20004141330718994,Page_0001_2_1,0.23553559184074402
Page_0001_1_7,0.1792028248310089,Page_0001_1_7,0.21994546055793762,Page_0001_1_7,0.15942195057868958,Page_0001_1_7,0.22112973034381866
Page_0001_1_6,0.15182587504386902,Page_0001_1_6,0.23885202407836914,Page_0001_1_6,0.22625966370105743,Page_0001_1_6,0.2445332407951355
Page_0001_1_5,0.24937023222446442,Page_0001_1_5,0.1959911286830902,Page_0001_1_5,0.15477481484413147,Page_0001_1_5,0.24501660466194153
Page_0001_1_4,0.16397027671337128,Page_0001_1_4,0.18720190227031708,Page_0001_1_4,0.2676577866077423,Page_0001_1_4,0.2180054783821106
Page_0001_1_3,0.1712987869977951,Page_0001_1_3,0.16499660909175873,Page_0001_1_3,0.15202143788337708,Page_0001_1_3,0.18227295577526093
Page_0001_1_2,0.19893620908260345,Page_0001_1_2,0.2165571004152298,Page_0001_1_2,0.20283253490924835,Page_0001_1_2,0.19651572406291962
Page_0001_1_1,0.24040044844150543,Page_0001_1_1,0.18810629844665527,Page_0001_1_1,0.18444475531578064,Page_0001_1_1,0.3107861578464508
