side1,similarity1,side2,similarity2,side3,similarity3,side4,similarity4
Page_0001_5_7,0.21265923976898193,Page_0001_5_7,0.348861426115036,Page_0001_5_7,0.15510626137256622,Page_0001_5_7,0.2834579646587372
Page_0001_5_6,0.17349153757095337,Page_0001_5_6,0.21437382698059082,Page_0001_5_6,0.15813155472278595,Page_0001_5_6,0.2327660322189331
Page_0001_5_5,0.1879979968070984,Page_0001_5_5,0.22610998153686523,Page_0001_5_5,0.13672477006912231,Page_0001_5_5,0.24652545154094696
Page_0001_5_4,0.15237046778202057,Page_0001_5_4,0.23055051267147064,Page_0001_5_4,0.14098545908927917,Page_0001_5_4,0.1820840835571289
Page_0001_5_3,0.14956405758857727,Page_0001_5_3,0.28138598799705505,Page_0001_5_3,0.1745164543390274,Page_0001_5_3,0.21377448737621307
Page_0001_5_2,0.15217334032058716,Page_0001_5_2,0.18351610004901886,Page_0001_5_2,0.18514592945575714,Page_0001_5_2,0.19011318683624268
Page_0001_4_7,0.15240150690078735,Page_0001_4_7,0.20800624787807465,Page_0001_4_7,0.1675173044204712,Page_0001_4_7,0.19672895967960358
Page_0001_4_6,0.16285082697868347,Page_0001_4_6,0.3088565170764923,Page_0001_4_6,0.19664566218852997,Page_0001_4_6,0.23686400055885315
Page_0001_4_5,0.1398056149482727,Page_0001_4_5,0.20228412747383118,Page_0001_4_5,0.21683865785598755,Page_0001_4_5,0.18727484345436096
Page_0001_4_4,0.16735799610614777,Page_0001_4_4,0.2149381786584854,Page_0001_4_4,0.162237748503685,Page_0001_4_4,0.1968930959701538
Page_0001_4_3,0.13402287662029266,Page_0001_4_3,0.20614899694919586,Page_0001_4_3,0.18205076456069946,Page_0001_4_3,0.23906798660755157
Page_0001_4_2,0.14380882680416107,Page_0001_4_2,0.3920029401779175,Page_0001_4_2,0.2183091789484024,Page_0001_4_2,0.2227039635181427
Page_0001_4_1,0.17428332567214966,Page_0001_4_1,0.17888595163822174,Page_0001_4_1,0.12780626118183136,Page_0001_4_1,0.22567220032215118
Page_0001_3_7,0.19274131953716278,Page_0001_3_7,0.2830018997192383,Page_0001_3_7,0.17813368141651154,Page_0001_3_7,0.2079915553331375
Page_0001_3_6,0.2039252072572708,Page_0001_3_6,0.2898702919483185,Page_0001_3_6,0.1742836833000183,Page_0001_3_6,0.28481587767601013
Page_0001_3_5,0.1672254353761673,Page_0001_3_5,0.19246414303779602,Page_0001_3_5,0.13388387858867645,Page_0001_3_5,0.2345459759235382
Page_0001_3_4,0.14783187210559845,Page_0001_3_4,0.24683040380477905,Page_0001_3_4,0.21282415091991425,Page_0001_3_4,0.22509479522705078
Page_0001_3_3,0.22253569960594177,Page_0001_3_3,0.27385413646698,Page_0001_3_3,0.13282519578933716,Page_0001_3_3,0.2000689059495926
Page_0001_3_2,0.16004197299480438,Page_0001_3_2,0.302135169506073,Page_0001_3_2,0.1567244529724121,Page_0001_3_2,0.30251333117485046
Page_0001_3_1,0.17225557565689087,Page_0001_3_1,0.24806642532348633,Page_0001_3_1,0.16872194409370422,Page_0001_3_1,0.17998819053173065
Page_0001_2_7,0.18358424305915833,Page_0001_2_7,0.2086135298013687,Page_0001_2_7,0.21334904432296753,Page_0001_2_7,0.18430683016777039
Page_0001_2_6,0.1479548066854477,Page_0001_2_6,0.2880226969718933,Page_0001_2_6,0.21442347764968872,Page_0001_2_6,0.16312891244888306
Page_0001_2_5,0.15856821835041046,Page_0001_2_5,0.230115607380867,Page_0001_2_5,0.16552016139030457,Page_0001_2_5,0.27133068442344666
Page_0001_2_4,0.14020884037017822,Page_0001_2_4,0.33426982164382935,Page_0001_2_4,0.19304320216178894,Page_0001_2_4,0.21774864196777344
Page_0001_2_3,0.1395997554063797,Page_0001_2_3,0.21241553127765656,Page_0001_2_3,0.1617327481508255,Page_0001_2_3,0.21217744052410126
Page_0001_2_2,0.11313657462596893,Page_0001_2_2,0.23968720436096191,Page_0001_2_2,0.15230441093444824,Page_0001_2_2,0.21250002086162567
Page_0001_2_1,0.15474671125411987,Page_0001_2_1,0.2171449363231659,Page_0001_2_1,0.19774703681468964,Page_0001_2_1,0.2593374252319336
Page_0001_1_7,0.14749079942703247,Page_0001_1_7,0.189472496509552,Page_0001_1_7,0.13743716478347778,Page_0001_1_7,0.18373027443885803
Page_0001_1_6,0.15491671860218048,Page_0001_1_6,0.22018399834632874,Page_0001_1_6,0.18140068650245667,Page_0001_1_6,0.25341832637786865
Page_0001_1_5,0.14472538232803345,Page_0001_1_5,0.19783881306648254,Page_0001_1_5,0.1491098552942276,Page_0001_1_5,0.1825147122144699
Page_0001_1_4,0.17254792153835297,Page_0001_1_4,0.21892505884170532,Page_0001_1_4,0.14033281803131104,Page_0001_1_4,0.2133197784423828
Page_0001_1_3,0.14091399312019348,Page_0001_1_3,0.20237693190574646,Page_0001_1_3,0.12735199928283691,Page_0001_1_3,0.253613144159317
Page_0001_1_2,0.1554073691368103,Page_0001_1_2,0.23465558886528015,Page_0001_1_2,0.16134494543075562,Page_0001_1_2,0.22307509183883667
Page_0001_1_1,0.16901366412639618,Page_0001_1_1,0.20318004488945007,Page_0001_1_1,0.2472657710313797,Page_0001_1_1,0.1813172847032547
