side1,similarity1,side2,similarity2,side3,similarity3,side4,similarity4
Page_0001_5_7,0.1564478725194931,Page_0001_5_7,0.292801171541214,Page_0001_5_7,0.13164566457271576,Page_0001_5_7,0.2057780623435974
Page_0001_5_6,0.21427057683467865,Page_0001_5_6,0.23184584081172943,Page_0001_5_6,0.12528552114963531,Page_0001_5_6,0.23701095581054688
Page_0001_5_5,0.15383291244506836,Page_0001_5_5,0.18315188586711884,Page_0001_5_5,0.1171993538737297,Page_0001_5_5,0.24294036626815796
Page_0001_5_4,0.1858619600534439,Page_0001_5_4,0.2121771275997162,Page_0001_5_4,0.1367739588022232,Page_0001_5_4,0.25165092945098877
Page_0001_5_3,0.17622289061546326,Page_0001_5_3,0.2589510381221771,Page_0001_5_3,0.11999257653951645,Page_0001_5_3,0.2404220849275589
Page_0001_5_1,0.174033060669899,Page_0001_5_1,0.23869460821151733,Page_0001_5_1,0.13111206889152527,Page_0001_5_1,0.2533174157142639
Page_0001_4_7,0.17458616197109222,Page_0001_4_7,0.23443174362182617,Page_0001_4_7,0.13813968002796173,Page_0001_4_7,0.20423491299152374
Page_0001_4_6,0.1454373598098755,Page_0001_4_6,0.24572467803955078,Page_0001_4_6,0.11311882734298706,Page_0001_4_6,0.28920045495033264
Page_0001_4_5,0.14040659368038177,Page_0001_4_5,0.32648876309394836,Page_0001_4_5,0.13117125630378723,Page_0001_4_5,0.20740339159965515
Page_0001_4_4,0.16924944519996643,Page_0001_4_4,0.21404814720153809,Page_0001_4_4,0.15963760018348694,Page_0001_4_4,0.21888498961925507
Page_0001_4_3,0.23041100800037384,Page_0001_4_3,0.19106382131576538,Page_0001_4_3,0.14786891639232635,Page_0001_4_3,0.20576360821723938
Page_0001_4_2,0.12454918771982193,Page_0001_4_2,0.24368996918201447,Page_0001_4_2,0.12861162424087524,Page_0001_4_2,0.2654712200164795
Page_0001_4_1,0.13840289413928986,Page_0001_4_1,0.23974254727363586,Page_0001_4_1,0.15139853954315186,Page_0001_4_1,0.21545664966106415
Page_0001_3_7,0.16395103931427002,Page_0001_3_7,0.24961797893047333,Page_0001_3_7,0.11849386245012283,Page_0001_3_7,0.2230326384305954
Page_0001_3_6,0.1666962206363678,Page_0001_3_6,0.23110270500183105,Page_0001_3_6,0.12126660346984863,Page_0001_3_6,0.3086834251880646
Page_0001_3_5,0.19363825023174286,Page_0001_3_5,0.21781758964061737,Page_0001_3_5,0.1617102473974228,Page_0001_3_5,0.20123136043548584
Page_0001_3_4,0.12237099558115005,Page_0001_3_4,0.222025066614151,Page_0001_3_4,0.13600783050060272,Page_0001_3_4,0.26407551765441895
Page_0001_3_3,0.16738426685333252,Page_0001_3_3,0.2126629501581192,Page_0001_3_3,0.15126469731330872,Page_0001_3_3,0.21739746630191803
Page_0001_3_2,0.14906875789165497,Page_0001_3_2,0.23980094492435455,Page_0001_3_2,0.11774376034736633,Page_0001_3_2,0.2723468840122223
Page_0001_3_1,0.1736958771944046,Page_0001_3_1,0.20688514411449432,Page_0001_3_1,0.1344454288482666,Page_0001_3_1,0.22771458327770233
Page_0001_2_7,0.15230588614940643,Page_0001_2_7,0.2218930721282959,Page_0001_2_7,0.1332065761089325,Page_0001_2_7,0.26245227456092834
Page_0001_2_6,0.17020046710968018,Page_0001_2_6,0.23704762756824493,Page_0001_2_6,0.13203983008861542,Page_0001_2_6,0.19002266228199005
Page_0001_2_5,0.12674173712730408,Page_0001_2_5,0.18517062067985535,Page_0001_2_5,0.10773178189992905,Page_0001_2_5,0.2172221541404724
Page_0001_2_4,0.14156559109687805,Page_0001_2_4,0.23895639181137085,Page_0001_2_4,0.16827841103076935,Page_0001_2_4,0.23074360191822052
Page_0001_2_3,0.20283949375152588,Page_0001_2_3,0.1957678198814392,Page_0001_2_3,0.13057845830917358,Page_0001_2_3,0.343603253364563
Page_0001_2_2,0.14442652463912964,Page_0001_2_2,0.19614188373088837,Page_0001_2_2,0.12146420031785965,Page_0001_2_2,0.17826727032661438
Page_0001_2_1,0.13906513154506683,Page_0001_2_1,0.21164396405220032,Page_0001_2_1,0.13018780946731567,Page_0001_2_1,0.30798450112342834
Page_0001_1_7,0.317743182182312,Page_0001_1_7,0.2166961431503296,Page_0001_1_7,0.12265969812870026,Page_0001_1_7,0.18471425771713257
Page_0001_1_6,0.10491728782653809,Page_0001_1_6,0.19593627750873566,Page_0001_1_6,0.11458323150873184,Page_0001_1_6,0.2460465282201767
Page_0001_1_5,0.11727049201726913,Page_0001_1_5,0.21049609780311584,Page_0001_1_5,0.12943431735038757,Page_0001_1_5,0.1689731478691101
Page_0001_1_4,0.15466375648975372,Page_0001_1_4,0.19627749919891357,Page_0001_1_4,0.11618594825267792,Page_0001_1_4,0.2005830556154251
Page_0001_1_3,0.21542814373970032,Page_0001_1_3,0.23349587619304657,Page_0001_1_3,0.14559020102024078,Page_0001_1_3,0.22035875916481018
Page_0001_1_2,0.16191545128822327,Page_0001_1_2,0.22789336740970612,Page_0001_1_2,0.1178063452243805,Page_0001_1_2,0.1979674994945526
Page_0001_1_1,0.1283266693353653,Page_0001_1_1,0.2160683125257492,Page_0001_1_1,0.17681884765625,Page_0001_1_1,0.2404254972934723
