1,4
2,3
3,3
4,2
5,2
6,2
7,2
8,2
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,3
35,3
36,3
37,3
38,4
39,4
40,4
41,4
42,4
43,5
44,5
45,5
46,5
47,6
48,6
49,6
50,7
51,7
52,8
53,9
54,9
55,10
56,11
56,12
57,13
57,14
58,15
58,16
58,17
58,18
58,19
58,20
57,21
57,22
56,23
56,24
55,25
55,26
54,27
53,28
53,29
52,30
51,31
51,32
50,33
50,34
49,35
49,36
48,37
48,38
47,39
47,40
46,41
46,42
45,43
45,44
45,45
44,46
44,47
44,48
43,49
43,50
43,51
43,52
43,53
43,54
43,55
43,56
44,57
44,58
45,59
45,60
46,61
47,62
48,63
49,64
50,65
51,66
52,67
53,67
54,68
55,68
56,69
57,69
58,70
59,70
60,71
61,71
62,71
63,72
64,72
65,73
66,73
67,74
68,74
69,74
70,74
71,75
72,75
73,75
74,75
75,76
76,76
77,76
78,76
79,76
80,76
81,76
82,76
83,76
84,76
85,76
86,76
87,76
88,76
89,76
90,76
91,76
92,76
93,76
94,76
95,76
96,76
97,75
98,75
99,75
100,75
101,75
102,74
103,74
104,74
105,74
106,73
107,73
108,72
109,72
110,71
111,71
112,70
113,69
114,68
114,67
115,66
116,65
116,64
116,63
117,62
117,61
117,60
117,59
118,58
118,57
118,56
118,55
118,54
118,53
118,52
118,51
117,50
117,49
117,48
117,47
117,46
116,45
116,44
116,43
116,42
115,41
115,40
115,39
114,38
114,37
114,36
114,35
113,34
113,33
113,32
112,31
112,30
112,29
112,28
111,27
111,26
111,25
110,24
110,23
110,22
110,21
110,20
110,19
110,18
111,17
111,16
112,15
112,14
113,13
114,13
115,12
116,12
117,11
118,11
119,11
120,10
121,10
122,10
123,10
124,10
125,10
126,10
127,10
128,10
129,10
130,10
131,10
132,10
133,10
134,10
135,10
136,10
137,10
138,10
139,10
140,10
141,10
142,10
143,10
144,11
145,11
146,11
147,11
148,11
149,12
150,12
151,12
152,12
153,13
154,13
155,13
156,14
157,14
158,14
159,15
160,15
161,15
162,16
163,16
164,16
165,17
166,17
167,18
168,18
169,18
170,19
171,19
172,20
173,20
174,20
175,21
176,21
177,22
178,22
179,23
180,23
181,24
182,24
183,25
184,25
185,26
186,26
187,27
188,27
189,27
190,28
191,28
192,29
193,30
194,30
195,31
196,31
197,32
198,32
199,33
200,33
201,34
202,34
203,35
204,36
205,37
