1,64
2,64
3,64
4,64
5,64
6,64
7,64
8,64
9,65
10,65
11,65
12,65
13,65
14,65
15,65
16,65
17,65
18,65
19,66
20,66
21,66
22,66
23,66
24,66
25,66
26,66
27,66
28,66
29,66
30,66
31,66
32,66
33,66
34,66
35,66
36,66
37,66
38,66
39,65
40,65
41,65
42,65
43,65
44,65
45,65
46,64
47,64
48,64
49,64
50,63
51,63
52,63
53,63
54,62
55,62
56,61
57,61
58,60
59,60
60,59
61,58
62,57
63,56
63,55
64,54
64,53
64,52
64,51
64,50
64,49
64,48
64,47
63,46
63,45
62,44
62,43
61,42
61,41
60,40
60,39
59,38
59,37
58,36
58,35
57,34
57,33
56,32
56,31
56,30
55,29
55,28
55,27
54,26
54,25
54,24
54,23
53,22
53,21
53,20
53,19
54,18
54,17
54,16
54,15
55,14
55,13
56,12
57,11
58,10
59,9
60,8
61,8
62,7
63,6
64,6
65,6
66,5
67,5
68,5
69,5
70,4
71,4
72,4
73,4
74,4
75,3
76,3
77,3
78,3
79,3
80,3
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,2
99,2
100,2
101,2
102,2
103,3
104,3
105,3
106,3
107,3
108,3
109,3
110,3
111,3
112,3
113,4
114,4
115,4
116,5
117,6
118,7
119,8
119,9
119,10
119,11
120,12
120,13
120,14
120,15
120,16
120,17
120,18
120,19
119,20
119,21
119,22
119,23
118,24
118,25
118,26
117,27
117,28
116,29
116,30
115,31
115,32
114,33
113,34
113,35
112,36
111,37
111,38
110,39
109,40
109,41
108,42
108,43
107,44
107,45
107,46
106,47
106,48
106,49
106,50
106,51
106,52
106,53
106,54
106,55
107,56
108,57
108,58
109,59
110,60
111,60
112,61
113,62
114,63
115,63
116,64
117,64
118,65
119,65
120,65
121,66
122,66
123,66
124,67
125,67
126,67
127,67
128,68
129,68
130,68
131,68
132,69
133,69
134,69
135,69
136,69
137,69
138,69
139,69
140,69
141,69
142,69
143,69
144,69
145,69
146,69
147,69
148,69
149,69
150,69
151,69
152,69
153,69
154,69
155,69
156,68
157,68
158,68
159,68
160,68
161,68
162,68
163,67
164,67
165,67
166,67
167,66
168,66
169,66
170,66
171,65
172,65
173,65
174,64
175,64
176,64
177,63
178,63
179,62
180,62
181,62
182,61
183,61
184,60
185,59
186,59
187,58
188,58
189,57
190,57
191,56
192,55
193,55
194,54
195,54
196,53
197,52
198,51
199,51
200,50
201,49
202,48
203,47
204,47
205,46
206,45
207,44
208,44
209,43
210,42
211,41
212,40
213,40
214,39
215,38
216,37
217,36
218,35
219,35
220,34
221,34
222,34
223,34
